"site_id","aggr_eco3_2015","aggr_eco9_2015","aquacultur","area_cat7","area_ha","areacls","bord_lake","cat_unique","ch0712_cat","ch0712_use","ch0712_wgt","cntyname","comid2007","comid2012","comids2007","des_ftype","disposal","dsgn_cat","dsgn12","eco_bio","eco_l3_nam","eco_nuta","eco3_x_origin","elevation","epa_reg","eval_name","evalstat","evaporate","feow_id","fs_ew","fw_eco3","fw_eco9","gnis_id","gnis_name","huc2","huc8","index_samp","lake_origin","lake_origin12","lakearea","lakename","lat_dd83","lon_dd83","maj_basin","mdcaty","meter_deep","miss_basin","na_l1code","na_l2code","na_l3code","nars_name","nes_lake","neslake","neslake_id","nesstoret","nhdname","non_saline","nut_reg","nutreg_name","open_water","own_type","ownshp","panel","perim_km","perm_water","phys_acces","publication_date","rchcode","reachcode","ref_cluster","ref_nutr","refclus_name","repeat_visit","rt_nla","sewage","siteid_07","sitesamp","sitetype","size_class","sld","srfc_area","st_dsgn","st_mdcaty","st_panel","st_siteid","st_stratum","st_wgt_all","st_wgt_cat","st_wgt_dsgn","state","state_name","state_nla","state_pcnt","statecty","status","status_dsk","status_fld","status_st","status_ver","stratum","tnt","tnt_st","urban","us_l3code","us_l3code_2015","us_l4code","us_l4code_2015","wgt_all","wgt_cat","wgt_dsgn","xcoord","ycoord"
"NLA06608-NELP-3586",NA,NA,"Missing",NA,87.42549833,NA,NA,NA,NA,NA,NA,"PISCATAQUIS",1701184,NA,NA,NA,"Missing",NA,NA,NA,"Northeastern Highlands","VIII","EHIGH NATURAL",193.05,"Region_1",NA,NA,"Missing",NA,NA,"EHIGH","NAP",NA,NA,1,1020001,"Secchi_Samp","NATURAL",NA,0.874254983,"Fourth Debsconeag Lake",45.752816,-69.077222,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","Missing",NA,NA,NA,4.811178495,"Missing","Missing",NA,NA,1020001001861,"B","N","E. Highlands: Cold northern lakes and reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","03:>50-100 ha",1.45153489,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"ME","Maine",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",58,NA,NA,NA,0,NA,0,2068346.382,1217584.197
"NLA06608-NH250L",NA,NA,"Missing",NA,7.560866825,NA,NA,NA,NA,NA,NA,"CARROLL",9315171,NA,NA,NA,"Missing",NA,NA,NA,"Northeastern Highlands","VIII","EHIGH NATURAL",215.29,"Region_1",NA,NA,"Missing",NA,NA,"EHIGH","NAP",NA,NA,1,1060002,"Secchi_Samp","NATURAL",NA,0.075608668,"Trout Pond",43.840363,-71.127398,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","Missing",NA,NA,NA,1.081450605,"Missing","Missing",NA,NA,1060002002166,"B","N","E. Highlands: Cold northern lakes and reservoirs",NA,"SO-SO","Missing",NA,"YES","REF_Lake","01: <10 ha",1.109471018,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"NH","New Hampshire",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",58,NA,NA,NA,0,NA,0,1969695.799,968969.7076
"NLA06608-NH4912",NA,NA,"Missing",NA,42.2153389,NA,NA,NA,NA,NA,NA,"HILLSBOROUGH",6762618,NA,NA,NA,"Missing",NA,NA,NA,"Northeastern Highlands","VIII","EHIGH NATURAL",352.85,"Region_1",NA,NA,"Missing",NA,NA,"EHIGH","NAP",NA,NA,1,1070003,"Secchi_Samp","NATURAL",NA,0.422153389,"Willard Pond",43.023373,-72.01599,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","Missing",NA,NA,NA,2.939896784,"Missing","Missing",NA,NA,1070003001424,"B","N","E. Highlands: Cold northern lakes and reservoirs",NA,"SO-SO","Missing",NA,"YES","REF_Lake","02:>10-50 ha",1.276415329,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"NH","New Hampshire",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",58,NA,NA,NA,0,NA,0,1923629.4,862561.8134
"NLA06608-NV:2",NA,NA,"Missing",NA,4.379883508,NA,NA,NA,NA,NA,NA,"ELKO",10783992,NA,NA,NA,"Missing",NA,NA,NA,"Central Basin and Range","III","WMTNS NATURAL",2968.8,"Region_9",NA,NA,"Missing",NA,NA,"WMTNS","XER",NA,NA,16,16040101,"Secchi_Samp","NATURAL",NA,0.043798835,"Lamoille Lake",40.592943,-115.394285,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","III","Xeric West","Missing",NA,NA,NA,0.827086195,"Missing","Missing",NA,NA,16040101004112,"F","Y","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"SO-SO","Missing",NA,"YES","REF_Lake","01: <10 ha",1.114845179,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"NV","Nevada",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",13,NA,NA,NA,0,NA,0,-1616364.626,512125.658
"NLA06608-NV:3",NA,NA,"Missing",NA,4.826142699,NA,NA,NA,NA,NA,NA,"ELKO",10776396,NA,NA,NA,"Missing",NA,NA,NA,"Central Basin and Range","III","WMTNS MAN-MADE",2554,"Region_9",NA,NA,"Missing",NA,NA,"WMTNS","XER",NA,NA,16,16040101,"Secchi_Samp","MAN-MADE",NA,0.048261427,"Angel Lake",41.026475,-115.087017,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","III","Xeric West","Missing",NA,NA,NA,0.831869254,"Missing","Missing",NA,NA,16040101004076,"F","N","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"SO-SO","Missing",NA,"YES","REF_Lake","01: <10 ha",1.068193821,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"NV","Nevada",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",13,NA,NA,NA,0,NA,0,-1581418.389,554515.7618
"NLA06608-NV:4",NA,NA,"Missing",NA,185.0144512,NA,NA,NA,NA,NA,NA,"LINCOLN",20641462,NA,NA,NA,"Missing",NA,NA,NA,"Central Basin and Range","III","WMTNS MAN-MADE",1021.03,"Region_9",NA,NA,"Missing",NA,NA,"WMTNS","XER",NA,NA,15,15010011,"Secchi_Samp","MAN-MADE",NA,1.850144512,"Upper Pahranagat Lake",37.301656,-115.126627,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","III","Xeric West","Missing",NA,NA,NA,7.72354975,"Missing","Missing",NA,NA,15010011002586,"G","N","Western Mountains: Moderate-elevation, large southern lakes and reservoirs",NA,"TRASH","Missing",NA,"YES","REF_Lake","04:>100-500 ha",1.601803323,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"NV","Nevada",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",13,NA,NA,NA,0,NA,0,-1668096.192,146203.9029
"NLA06608-OH:19",NA,NA,"Missing",NA,4.793566755,NA,NA,NA,NA,NA,NA,"MONTGOMERY",3881478,NA,NA,NA,"Missing",NA,NA,NA,"Eastern Corn Belt Plains","VI","PLNLOW NATURAL",251.26,"Region_5",NA,NA,"Missing",NA,NA,"PLNLOW","TPL",NA,NA,5,5080002,"Secchi_Samp","NATURAL",NA,0.047935668,"Argonne Lake",39.707435,-84.269652,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","VI","Corn Belt and Northern Great Plains","Missing",NA,NA,NA,1.030826109,"Missing","Missing",NA,NA,5080002001668,"C","N","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"SO-SO","Missing",NA,"YES","REF_Lake","01: <10 ha",1.328162115,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"OH","Ohio",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"YES",55,NA,NA,NA,0,NA,0,994170.4374,308843.588
"NLA06608-OH:22",NA,NA,"Missing",NA,13.04385988,NA,NA,NA,NA,NA,NA,"FRANKLIN",5213795,NA,NA,NA,"Missing",NA,NA,NA,"Eastern Corn Belt Plains","VI","PLNLOW NATURAL",226.6,"Region_5",NA,NA,"Missing",NA,NA,"PLNLOW","TPL",NA,NA,5,5060001,"Secchi_Samp","NATURAL",NA,0.130438599,"Miller Antrim Lake",40.080755,-83.032824,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","VI","Corn Belt and Northern Great Plains","Missing",NA,NA,NA,1.639851154,"Missing","Missing",NA,NA,5060001002937,"C","N","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"SO-SO","Missing",NA,"YES","REF_Lake","02:>10-50 ha",1.280844581,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"OH","Ohio",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"YES",55,NA,NA,NA,0,NA,0,1092683.91,363903.0853
"NLA06608-R10BULLTR",NA,NA,"Missing",NA,27.93847918,NA,NA,NA,NA,NA,NA,"BOISE",24161763,NA,NA,NA,"Missing",NA,NA,NA,"Idaho Batholith","II","WMTNS NATURAL",2117.46,"Region_10",NA,NA,"Missing",NA,NA,"WMTNS","WMT",NA,NA,17,17050120,"Secchi_Samp","NATURAL",NA,0.279384792,"Bull Trout Lake",44.299985,-115.253959,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","II","Western Forested Mountains","Missing",NA,NA,NA,2.222823062,"Missing","Missing",NA,NA,17050120000793,"F","N","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","02:>10-50 ha",1.186311065,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"ID","Idaho",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",16,NA,NA,NA,0,NA,0,-1521453.595,915631.2187
"NLA06608-R10CAPEHO",NA,NA,"Missing",NA,13.49877778,NA,NA,NA,NA,NA,NA,"CUSTER",23526951,NA,NA,NA,"Missing",NA,NA,NA,"Idaho Batholith","II","WMTNS NATURAL",1999.29,"Region_10",NA,NA,"Missing",NA,NA,"WMTNS","WMT",NA,NA,17,17060205,"Secchi_Samp","NATURAL",NA,0.134987778,"Cape Horn Lakes",44.412769,-115.130707,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","II","Western Forested Mountains","Missing",NA,NA,NA,2.182083617,"Missing","Missing",NA,NA,17060205001733,"F","Y","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"SO-SO","Missing",NA,"YES","REF_Lake","02:>10-50 ha",1.675402783,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"ID","Idaho",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",16,NA,NA,NA,0,NA,0,-1509333.525,925978.6999
"NLA06608-R10CHARLT",NA,NA,"Missing",NA,52.43259047,NA,NA,NA,NA,NA,NA,"DESCHUTES",23704139,NA,NA,NA,"Missing",NA,NA,NA,"Cascades","II","WMTNS NATURAL",1736.26,"Region_10",NA,NA,"Missing",NA,NA,"WMTNS","WMT",NA,NA,17,17070301,"Secchi_Samp","NATURAL",NA,0.524325905,"Chartlton Lake",43.7447,-121.972108,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","II","Western Forested Mountains","Missing",NA,NA,NA,4.094642631,"Missing","Missing",NA,NA,17070301000906,"F","N","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","03:>50-100 ha",1.595182639,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"OR","Oregon",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",4,NA,NA,NA,0,NA,0,-2057516.689,981974.0125
"NLA06608-R10COUNCI",NA,NA,"Missing",NA,18.61505305,NA,NA,NA,NA,NA,NA,"SKAMANIA",23748790,NA,NA,NA,"Missing",NA,NA,NA,"Cascades","II","WMTNS NATURAL",1289.66,"Region_10",NA,NA,"Missing",NA,NA,"WMTNS","WMT",NA,NA,17,17080004,"Secchi_Samp","NATURAL",NA,0.186150531,"Council Lake",46.266753,-121.629648,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","II","Western Forested Mountains","Missing",NA,NA,NA,1.881026844,"Missing","Missing",NA,NA,17080004001224,"F","Y","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","02:>10-50 ha",1.229866359,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"WA","Washington",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",4,NA,NA,NA,0,NA,0,-1956287.218,1245078.269
"NLA06608-R10DEERLA",NA,NA,"Missing",NA,20.91089571,NA,NA,NA,NA,NA,NA,"DESCHUTES",23704083,NA,NA,NA,"Missing",NA,NA,NA,"Cascades","II","WMTNS NATURAL",1493.6,"Region_10",NA,NA,"Missing",NA,NA,"WMTNS","WMT",NA,NA,17,17070301,"Secchi_Samp","NATURAL",NA,0.209108957,"Deer Lake",43.819275,-121.893625,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","II","Western Forested Mountains","Missing",NA,NA,NA,1.886142889,"Missing","Missing",NA,NA,17070301000892,"F","Y","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","02:>10-50 ha",1.163545419,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"OR","Oregon",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",4,NA,NA,NA,0,NA,0,-2049215.177,988290.1748
"NLA06608-R10FISHLA",NA,NA,"Missing",NA,6.973457668,NA,NA,NA,NA,NA,NA,"HARNEY",24016285,NA,NA,NA,"Missing",NA,NA,NA,"Northern Basin and Range","III","WMTNS NATURAL",2248.4,"Region_10",NA,NA,"Missing",NA,NA,"WMTNS","XER",NA,NA,17,17120003,"Secchi_Samp","NATURAL",NA,0.069734577,"Fish Lake",42.736902,-118.647249,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","III","Xeric West","Missing",NA,NA,NA,1.111435953,"Missing","Missing",NA,NA,17120003000620,"F","Y","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"SO-SO","Missing",NA,"YES","REF_Lake","01: <10 ha",1.187286213,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"OR","Oregon",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",80,NA,NA,NA,0,NA,0,-1826069.813,805139.3264
"NLA06608-R10FOURMI",NA,NA,"Missing",NA,264.5662622,NA,NA,NA,NA,NA,NA,"KLAMATH",24093752,NA,NA,NA,"Missing",NA,NA,NA,"Cascades","II","WMTNS NATURAL",1752.07,"Region_10",NA,NA,"Missing",NA,NA,"WMTNS","WMT",NA,NA,18,18010203,"Secchi_Samp","NATURAL",NA,2.645662622,"Four Mile Lake",42.46935,-122.258622,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","II","Western Forested Mountains","Missing",NA,NA,NA,10.5571022,"Missing","Missing",NA,NA,18010203000427,"F","Y","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","04:>100-500 ha",1.830933467,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"OR","Oregon",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",4,NA,NA,NA,0,NA,0,-2118496.499,851170.9258
"NLA06608-R10RAINYL",NA,NA,"Missing",NA,21.95987131,NA,NA,NA,NA,NA,NA,"CHELAN",23077759,NA,NA,NA,"Missing",NA,NA,NA,"North Cascades","II","WMTNS NATURAL",1465.07,"Region_10",NA,NA,"Missing",NA,NA,"WMTNS","WMT",NA,NA,17,17020009,"Secchi_Samp","NATURAL",NA,0.219598713,"Rainy Lake",48.501411,-120.737873,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","II","Western Forested Mountains","Missing",NA,NA,NA,1.978456868,"Missing","Missing",NA,NA,17020009000907,"F","Y","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","02:>10-50 ha",1.190986282,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"WA","Washington",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",77,NA,NA,NA,0,NA,0,-1826233.772,1465658.638
"NLA06608-R10SQUAWL",NA,NA,"Missing",NA,17.84030853,NA,NA,NA,NA,NA,NA,"JACKSON",23938565,NA,NA,NA,"Missing",NA,NA,NA,"Klamath Mountains","II","WMTNS NATURAL",921.21,"Region_10",NA,NA,"Missing",NA,NA,"WMTNS","WMT",NA,NA,17,17100309,"Secchi_Samp","NATURAL",NA,0.178403085,"Squaw Lakes",42.040047,-123.020334,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","II","Western Forested Mountains","Missing",NA,NA,NA,2.566213462,"Missing","Missing",NA,NA,17100309000673,"F","N","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","02:>10-50 ha",1.713904687,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"OR","Oregon",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",78,NA,NA,NA,0,NA,0,-2191776.025,822310.5569
"NLA06608-R10ULAKE",NA,NA,"Missing",NA,6.473335878,NA,NA,NA,NA,NA,NA,"MASON",24290126,NA,NA,NA,"Missing",NA,NA,NA,"Puget Lowland","II","WMTNS NATURAL",144.98,"Region_10",NA,NA,"Missing",NA,NA,"WMTNS","WMT",NA,NA,17,17110018,"Secchi_Samp","NATURAL",NA,0.064733359,"U Lake",47.427764,-123.074122,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","II","Western Forested Mountains","Missing",NA,NA,NA,1.946540455,"Missing","Missing",NA,NA,17110018000806,"F","N","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"SO-SO","Missing",NA,"YES","REF_Lake","01: <10 ha",2.158213632,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"WA","Washington",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",2,NA,NA,NA,0,NA,0,-2027500.75,1398985.019
"NLA06608-R10YELLOW",NA,NA,"Missing",NA,79.10293359,NA,NA,NA,NA,NA,NA,"CUSTER",23491283,NA,NA,NA,"Missing",NA,NA,NA,"Idaho Batholith","II","WMTNS NATURAL",2156.95,"Region_10",NA,NA,"Missing",NA,NA,"WMTNS","WMT",NA,NA,17,17060201,"Secchi_Samp","NATURAL",NA,0.791029336,"Yellow Belly Lake",44.000621,-114.875721,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","II","Western Forested Mountains","Missing",NA,NA,NA,4.86391365,"Missing","Missing",NA,NA,17060201002972,"F","Y","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","03:>50-100 ha",1.542711188,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"ID","Idaho",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",16,NA,NA,NA,0,NA,0,-1498548.565,876916.4565
"NLA06608-R31",NA,NA,"Missing",NA,113.8823289,NA,NA,NA,NA,NA,NA,"CARROLL",0,NA,NA,NA,"Missing",NA,NA,NA,"Northern Piedmont","IX","EHIGH MAN-MADE",162.29,"Region_3",NA,NA,"Missing",NA,NA,"EHIGH","SAP",NA,NA,2,2060003,"Secchi_Samp","MAN-MADE",NA,1.138823289,"Piney Run Reservoir",39.39897,-76.98388,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","IX","Southeastern Temperate Forested Plains and Hills","Missing",NA,NA,NA,12.08056748,"Missing","Missing",NA,NA,2060003,"B","N","E. Highlands: Cold northern lakes and reservoirs",NA,"SO-SO","Missing",NA,"YES","REF_Lake","04:>100-500 ha",3.193406712,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"MD","Maryland",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"YES",64,NA,NA,NA,0,NA,0,1611864.236,374646.6131
"NLA06608-R314",NA,NA,"Missing",NA,46.65277974,NA,NA,NA,NA,NA,NA,"BUCKINGHAM",8609213,NA,NA,NA,"Missing",NA,NA,NA,"Piedmont","IX","EHIGH MAN-MADE",135.78,"Region_3",NA,NA,"Missing",NA,NA,"EHIGH","SAP",NA,NA,2,2080207,"Secchi_Samp","MAN-MADE",NA,0.466527797,"Holiday Lake",37.394115,-78.637447,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","IX","Southeastern Temperate Forested Plains and Hills","Missing",NA,NA,NA,5.920229438,"Missing","Missing",NA,NA,2080207002545,"A","N","E. Highlands: Large, warm, and deep reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","02:>10-50 ha",2.445089965,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"VA","Virginia",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",45,NA,NA,NA,0,NA,0,1514167.264,126838.7819
"NLA06608-R315",NA,NA,"Missing",NA,20.08470786,NA,NA,NA,NA,NA,NA,"AUGUSTA",5908861,NA,NA,NA,"Missing",NA,NA,NA,"Ridge and Valley","XI","EHIGH MAN-MADE",614.39,"Region_3",NA,NA,"Missing",NA,NA,"EHIGH","SAP",NA,NA,2,2070005,"Secchi_Samp","MAN-MADE",NA,0.200847079,"Elkhorn Lake",38.328785,-79.227717,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","XI","The Central and Eastern Forested Uplands","Missing",NA,NA,NA,1.937957932,"Missing","Missing",NA,NA,2070005000656,"B","Y","E. Highlands: Cold northern lakes and reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","02:>10-50 ha",1.219850627,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"VA","Virginia",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",67,NA,NA,NA,0,NA,0,1444843.153,220721.5024
"NLA06608-R318",NA,NA,"Missing",NA,28.37747539,NA,NA,NA,NA,NA,NA,"BEDFORD",8622955,NA,NA,NA,"Missing",NA,NA,NA,"Blue Ridge","XI","EHIGH MAN-MADE",586.51,"Region_3",NA,NA,"Missing",NA,NA,"EHIGH","SAP",NA,NA,3,3010101,"Secchi_Samp","MAN-MADE",NA,0.283774754,"Beaver Dam Reservoir",37.315287,-79.819212,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","XI","The Central and Eastern Forested Uplands","Missing",NA,NA,NA,4.960131104,"Missing","Missing",NA,NA,3010101003110,"A","Y","E. Highlands: Large, warm, and deep reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","02:>10-50 ha",2.626644791,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"VA","Virginia",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",66,NA,NA,NA,0,NA,0,1413638.607,99937.70214
"NLA06608-R319",NA,NA,"Missing",NA,27.00536224,NA,NA,NA,NA,NA,NA,"CHARLES (CITY)",10065573,NA,NA,NA,"Missing",NA,NA,NA,"Southeastern Plains","IX","PLNLOW MAN-MADE",8.65,"Region_3",NA,NA,"Missing",NA,NA,"PLNLOW","CPL",NA,NA,2,2080206,"Secchi_Samp","MAN-MADE",NA,0.270053622,"Harrison Lake",37.344722,-77.1802,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","IX","Southeastern Temperate Forested Plains and Hills","Missing",NA,NA,NA,3.760861415,"Missing","Missing",NA,NA,2080206002188,"D","Y","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)",NA,"SO-SO","Missing",NA,"YES","REF_Lake","02:>10-50 ha",2.041537655,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"VA","Virginia",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",65,NA,NA,NA,0,NA,0,1640740.937,145592.6623
"NLA06608-R32",NA,NA,"Missing",NA,132.0577177,NA,NA,NA,NA,NA,NA,"GARRETT",14363834,NA,NA,NA,"Missing",NA,NA,NA,"Ridge and Valley","XI","EHIGH MAN-MADE",449.87,"Region_3",NA,NA,"Missing",NA,NA,"EHIGH","SAP",NA,NA,2,2070002,"Secchi_Samp","MAN-MADE",NA,1.320577177,"Savage River Reservoir",39.510833,-79.142764,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","XI","The Central and Eastern Forested Uplands","Missing",NA,NA,NA,13.75006573,"Missing","Missing",NA,NA,2070002001453,"B","Y","E. Highlands: Cold northern lakes and reservoirs",NA,"SO-SO","Missing",NA,"YES","REF_Lake","04:>100-500 ha",3.375343283,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"MD","Maryland",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"YES",67,NA,NA,NA,0,NA,0,1428707.056,352423.2661
"NLA06608-R322",NA,NA,"Missing",NA,1170.62307,NA,NA,NA,NA,NA,NA,"PATRICK",8674019,NA,NA,NA,"Missing",NA,NA,NA,"Piedmont","IX","EHIGH MAN-MADE",296.72,"Region_3",NA,NA,"Missing",NA,NA,"EHIGH","SAP",NA,NA,3,3010103,"Secchi_Samp","MAN-MADE",NA,11.7062307,"Philpott Reservoir",36.807826,-80.079728,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","IX","Southeastern Temperate Forested Plains and Hills","Missing",NA,NA,NA,139.1998681,"Missing","Missing",NA,NA,3010103002650,"A","Y","E. Highlands: Large, warm, and deep reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","05:>500-5000 ha",11.47691994,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"VA","Virginia",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",45,NA,NA,NA,0,NA,0,1400574.835,40027.52882
