"","algal_group12","algal_group07","phylum12","phylum07","class12","order12","order07","family12","family07","genus","sp12","sp07"
"219","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Sphaeropleales","Chlorococcales","Scenedesmaceae","Scenedesmaceae","Coelastrum","Coelastrum; Coelastrum astroideum; Coelastrum microporum; Coelastrum proboscideum; Coelastrum pseudomicroporum; Coelastrum pulchrum; Coelastrum reticulatum; Coelastrum sphaericum","Coelastrum; Coelastrum cambricum; Coelastrum microporum; Coelastrum reticulatum; Coelastrum sphaericum"
"220","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Sphaeropleales",NA,"Scenedesmaceae",NA,"Tetradesmus","Tetradesmus wisconsinensis",NA
"221","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Sphaeropleales",NA,"Scenedesmaceae",NA,"Tetrallantos","Tetrallantos lagerheimii",NA
"222","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Sphaeropleales",NA,"Selenastraceae",NA,"Chlorolobion","Chlorolobion braunii",NA
"223","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Sphaeropleales",NA,"Sphaeropleales",NA,"Raphidocelis","Raphidocelis contorta",NA
"224","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Tetrasporales","Tetrasporales","Coccomyxaceae","Coccomyxaceae","Elakatothrix","Elakatothrix; Elakatothrix gelatinosa; Elakatothrix viridis","Elakatothrix; Elakatothrix gelatinosa; Elakatothrix giplek"
"225","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Tetrasporales","Tetrasporales","Palmellaceae","Palmellaceae","Gloeocystis","Gloeocystis; Gloeocystis ampla; Gloeocystis gigas; Gloeocystis planctonica; Gloeocystis vesiculosa","Gloeocystis; Gloeocystis planktonica; Gloeocystis vesiculosa"
"226","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Tetrasporales","Tetrasporales","Palmellopsidaceae","Gloeocystaceae","Asterococcus","Asterococcus; Asterococcus limneticus","Asterococcus"
"227","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Tetrasporales","Tetrasporales","Palmellopsidaceae","Palmellaceae","Sphaerocystis","Sphaerocystis; Sphaerocystis planktonica; Sphaerocystis schroeteri","Sphaerocystis; Sphaerocystis schroeteri"
"228","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Tetrasporales","Tetrasporales","Radiococcaceae","Radiococcaceae","Radiococcus","Radiococcus; Radiococcus planktonicus","Radiococcus"
"229","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Tetrasporales",NA,"Tetrasporaceae",NA,"Schizochlamys","Schizochlamys",NA
"230","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Gloeotilaceae",NA,"Binuclearia","Binuclearia; Binuclearia tectorum",NA
"231","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Ulotrichaceae",NA,"Geminella","Geminella; Geminella interrupta",NA
"232","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Ulotrichaceae",NA,"Hormidiopsis","Hormidiopsis ellipsoideum",NA
"233","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Ulotrichaceae",NA,"Klebsormidium","Klebsormidium",NA
"234","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Ulotrichales","Ulotrichales","Ulotrichaceae","Ulotrichaceae","Planctonema","Planctonema lauterbornii","Planctonema"
"235","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Ulotrichaceae",NA,"Radiofilum","Radiofilum conjunctivum",NA
"236","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Ulotrichaceae",NA,"Raphidonema","Raphidonema nivale",NA
"237","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Ulotrichaceae",NA,"Stichococcus","Stichococcus",NA
"238","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Ulotrichales","Ulotrichales","Ulotrichaceae","Ulotrichaceae","Ulothrix","Ulothrix; Ulothrix subconstricta; Ulothrix subtilissima; Ulothrix variabilis; Ulothrix zonata","Ulothrix"
"239","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Chlamydomonadaceae","Chlamydomonadaceae","Carteria","Carteria","Carteria"
"240","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Chlamydomonadaceae","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas; Chlamydomonas globosa; Chlamydomonas grovei; Chlamydomonas monadina","Chlamydomonas"
"241","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Volvocales",NA,"Chlamydomonadaceae",NA,"Chlorogonium","Chlorogonium",NA
"242","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Volvocales",NA,"Chlamydomonadaceae",NA,"Sphaerellopsis","Sphaerellopsis",NA
"243","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Volvocales",NA,"Haematococcaceae",NA,"Haematococcus","Haematococcus",NA
"244","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Phacotaceae","Phacotaceae","Coccomonas","Coccomonas orbicularis","Coccomonas"
"245","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Volvocales",NA,"Phacotaceae",NA,"Dysmorphococcus","Dysmorphococcus",NA
"246","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Volvocales",NA,"Prasinophyceae",NA,"Pyramimonas","Pyramimonas; Pyramimonas tetrahynchus",NA
"247","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Prasinophyceae","Polyblepharidaceae","Tetraselmis","Tetraselmis; Tetraselmis cordiformis","Tetraselmis"
"248","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Volvocaceae","Volvocaceae","Eudorina","Eudorina; Eudorina elegans","Eudorina"
"249","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Volvocaceae","Volvocaceae","Gonium","Gonium; Gonium pectorale; Gonium sociale","Gonium"
"250","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Volvocaceae","Volvocaceae","Pandorina","Pandorina; Pandorina morum","Pandorina"
"251","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Volvocales",NA,"Volvocaceae",NA,"Pleodorina","Pleodorina",NA
"252","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Volvocaceae","Volvocaceae","Volvox","Volvox","Volvox"
"253","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Arthrodesmus","Arthrodesmus; Arthrodesmus impar; Arthrodesmus incus; Arthrodesmus longispinus; Arthrodesmus octocornis; Arthrodesmus ralfsii; Arthrodesmus subulatus; Arthrodesmus triangularis; Arthrodesmus validus",NA
"254","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Bambusina","Bambusina",NA
"255","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Closterium","Closterium; Closterium aciculare; Closterium acutum; Closterium closterioides; Closterium cornu; Closterium gracile; Closterium kuentzingii; Closterium parvulum; Closterium setaceum","Closterium; Closterium kuetzingii"
"256","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Desmidium","Desmidium; Desmidium swartzii",NA
"257","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Hyalotheca","Hyalotheca; Hyalotheca dissiliens; Hyalotheca undulata",NA
"258","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Micrasterias","Micrasterias; Micrasterias arcuata; Micrasterias foliacea; Micrasterias johnsonii","Micrasterias"
"259","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Onychonema","Onychonema; Onychonema filiformis; Onychonema laeve",NA
"260","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Penium","Penium",NA
"261","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Pleurotaenium","Pleurotaenium; Pleurotaenium ehrenbergii; Pleurotaenium tridentulum","Pleurotaenium"
"262","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Sphaerozosma","Sphaerozosma",NA
"263","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Spondylosium","Spondylosium; Spondylosium papillosum; Spondylosium planum; Spondylosium pulchrum","Spondylosium; Spondylosium planum"
"264","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Staurastrum","Staurastrum; Staurastrum alternans; Staurastrum arachne; Staurastrum cingulum; Staurastrum gracile; Staurastrum leptocladum; Staurastrum limneticum; Staurastrum longipes; Staurastrum paradoxum; Staurastrum pentacerum; Staurastrum pingue; Staurastrum setigerum; Staurastrum wolleanum","Staurastrum; Staurastrum paradoxum"
"265","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Staurodesmus","Staurodesmus; Staurodesmus apiculatus; Staurodesmus triangularis","Staurodesmus"
"266","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Teilingia","Teilingia; Teilingia excavata; Teilingia granulata; Teilingia wallichii","Teilingia"
"267","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Tetmemorus","Tetmemorus",NA
"268","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Xanthidium","Xanthidium; Xanthidium octocorne","Xanthidium"
"269","Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Mesotaeniaceae",NA,"Gonatozygon","Gonatozygon; Gonatozygon monotaenium",NA
"270","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Zygnemataceae","Zygnemataceae","Mougeotia","Mougeotia","Mougeotia"
"271","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Zygnemataceae","Zygnemataceae","Spirogyra","Spirogyra","Spirogyra"
"272","Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Zygnemataceae","Zygnemataceae","Zygnema","Zygnema","Zygnema"
"273","Green algae","Green Algae","Chlorophyta","Chlorophyta","Trebouxiophyceae","Oocystales","Chlorococcales","Oocystaceae","Oocystaceae","Franceia","Franceia; Franceia droescheri; Franceia ovalis","Franceia"
"274","Yellow-green algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Xanthophyceae","Heterococcales","Mischococcales","Pleurochloridaceae","Pleurochloridaceae","Goniochloris","Goniochloris; Goniochloris mutica; Goniochloris sculpta","Goniochloris"
"275","Yellow-green algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Xanthophyceae","Heterococcales","Heterococcales","Sciadaceae","Sciadaceae","Ophiocytium","Ophiocytium; Ophiocytium bicuspidatum; Ophiocytium capitatum; Ophiocytium cochleare","Ophiocytium; Ophiocytium capitatum"
"276","Yellow-green algae",NA,"Heterokontophyta",NA,"Xanthophyceae","Heterogloeales",NA,"Heterogloeaceae",NA,"Isthmochloron","Isthmochloron lobulatum",NA
"277","Yellow-green algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Xanthophyceae","Heterotrichales","Heterotrichales","Tribonematacae","Tribonemataceae","Tribonema","Tribonema","Tribonema"
"278","Yellow-green algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Xanthophyceae","Mischococcales","Heterococcales","Centritractaceae","Sciadaceae","Centritractus","Centritractus; Centritractus belanophorus","Centritractus"
"279","Yellow-green algae",NA,"Heterokontophyta",NA,"Xanthophyceae","Mischococcales",NA,"Centritractaceae",NA,"Pseudotetraedron","Pseudotetraedron; Pseudotetraedron neglectum",NA
"280","Yellow-green algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Xanthophyceae","Mischococcales","Mischococcales","Characiopsidaceae","Characiopsidaceae","Characiopsis","Characiopsis longipes","Characiopsis"
"281","Yellow-green algae",NA,"Heterokontophyta",NA,"Xanthophyceae","Mischococcales",NA,"Characiopsidaceae",NA,"Harpochytrium","Harpochytrium",NA
"282","Yellow-green algae",NA,"Heterokontophyta",NA,"Xanthophyceae","Mischococcales",NA,"Gloeobotrydaceae",NA,"Gloeobotrys","Gloeobotrys; Gloeobotrys limneticus",NA
"283","Yellow-green algae",NA,"Heterokontophyta",NA,"Xanthophyceae","Mischococcales",NA,"Pleurochloridaceae",NA,"Tetraedriella","Tetraedriella jovetti; Tetraedriella regularis",NA
"284",NA,"Blue-Green Algae",NA,"Cyanophyta",NA,NA,"Chroococcales",NA,"Chamaesiphonaceae","Chamaesiphon",NA,"Chamaesiphon"
"285",NA,"Blue-Green Algae",NA,"Cyanophyta",NA,NA,"Chroococcales",NA,"Chamaesiphonaceae","Stichosiphon",NA,"Stichosiphon"
"286",NA,"Blue-Green Algae",NA,"Cyanophyta",NA,NA,"Chroococcales",NA,"Merismopediaceae","Coelomoron",NA,"Coelomoron"
"287",NA,"Blue-Green Algae",NA,"Cyanophyta",NA,NA,"Chroococcales",NA,"Synechococcaceae","Lemmermanniella",NA,"Lemmermanniella flexa"
"288",NA,"Blue-Green Algae",NA,"Cyanophyta",NA,NA,"Chroococcales",NA,"Synechococcaceae","Rhabdoglea",NA,"Rhabdoglea; Rhabdoglea smithii"
"289",NA,"Blue-Green Algae",NA,"Cyanophyta",NA,NA,"Nostocales",NA,"Nostocaceae","Aulosira",NA,"Aulosira"
"290",NA,"Blue-Green Algae",NA,"Cyanophyta",NA,NA,"Nostocales",NA,"Nostocaceae","Cuspidothrix",NA,"Cuspidothrix issatschenkoi"
"291",NA,"Blue-Green Algae",NA,"Cyanophyta",NA,NA,"Oscillatoriales",NA,"Borziaceae","Borzia",NA,"Borzia"
"292",NA,"Blue-Green Algae",NA,"Cyanophyta",NA,NA,"Oscillatoriales",NA,"Gomontiellaceae","Gomontiella",NA,"Gomontiella"
"293",NA,"Blue-Green Algae",NA,"Cyanophyta",NA,NA,"Oscillatoriales",NA,"Oscillatoriaceae","Plectonema",NA,"Plectonema"
"294",NA,"Blue-Green Algae",NA,"Cyanophyta",NA,NA,"Oscillatoriales",NA,"Pseudanabaenaceae","Homoeothrix",NA,"Homoeothrix; Homoeothrix janthina"
"295",NA,"Blue-Green Algae",NA,"Cyanophyta",NA,NA,"Oscillatoriales",NA,"Schizotrichaceae","Schizothrix",NA,"Schizothrix"
"296",NA,"Cryptomonads",NA,"Cryptophyta",NA,NA,"Cryptomonadales",NA,"Cryptomonadaceae","Campylomonas",NA,"Campylomonas"
"297",NA,"Cryptomonads",NA,"Cryptophyta",NA,NA,"Cryptomonadales",NA,"Cryptomonadaceae","Chilomonas",NA,"Chilomonas"
"298",NA,"Cryptomonads",NA,"Cryptophyta",NA,NA,"Cryptomonadales",NA,"Cryptomonadaceae","Pyrenomonas",NA,"Pyrenomonas"
"299",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Centrales",NA,"Acanthocerataceae","Acanthoceras",NA,"Acanthoceras"
"300",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Centrales",NA,"Biddulphiaceae","Hydrosera",NA,"Hydrosera"
"301",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Centrales",NA,"Coscinodiscaceae","Coscinodiscus",NA,"Coscinodiscus"
"302",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Centrales",NA,"Rhizosoleniaceae","Urosolenia",NA,"Urosolenia"
"303",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Centrales",NA,"Skeletonemataceae","Skeletonema",NA,"Skeletonema"
"304",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Centrales",NA,"Stephanodiscaceae","Cyclostephanos",NA,"Cyclostephanos"
"305",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Centrales",NA,"Thalassiosiraceae","Discostella",NA,"Discostella; Discostella glomerata; Discostella stelligera"
"306",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Centrales",NA,"Thalassiosiraceae","Thalassiosira",NA,"Thalassiosira"
"307",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Pennales",NA,"Achnanthaceae","Karayevia",NA,"Karayevia"
"308",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Pennales",NA,"Cymbellaceae","Placoneis",NA,"Placoneis"
"309",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Pennales",NA,"Fragilariaceae","Distrionella",NA,"Distrionella"
"310",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Pennales",NA,"Fragilariaceae","Hannaea",NA,"Hannaea arcus"
"311",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Pennales",NA,"Fragilariaceae","Opephora",NA,"Opephora"
"312",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Pennales",NA,"Fragilariaceae","Tabularia",NA,"Tabularia"
"313",NA,"Diatoms",NA,"Chrysophyta (Bacillariophyceae)",NA,NA,"Pennales",NA,"Not Designated","Nupela",NA,"Nupela"
"314",NA,"Dinoflagellate",NA,"Pyrrhophyta",NA,NA,"Dinophysialis",NA,"Dinophysiaceae","Dinophysis",NA,"Dinophysis"
"315",NA,"Dinoflagellate",NA,"Pyrrhophyta",NA,NA,"Gymnodiniales",NA,"Gymnodiniaceae","Amphidinium",NA,"Amphidinium"
"316",NA,"Dinoflagellate",NA,"Pyrrhophyta",NA,NA,"Peridiniales",NA,"Glenodiniopsidaceae","Glenodiniopsis",NA,"Glenodiniopsis"
"317",NA,"Dinoflagellate",NA,"Pyrrhophyta",NA,NA,"Peridiniales",NA,"Glenodiniopsidaceae","Sphaerodinium",NA,"Sphaerodinium"
"318",NA,"Dinoflagellate",NA,"Pyrrhophyta",NA,NA,"Peridiniales",NA,"Gonyaulacaceae","Gonyaulax",NA,"Gonyaulax"
"319",NA,"Dinoflagellate",NA,"Pyrrhophyta",NA,NA,"Peridiniales",NA,"Peridiniaceae","Gloeodinium",NA,"Gloeodinium"
"320",NA,"Dinoflagellate",NA,"Pyrrhophyta",NA,NA,"Peridiniales",NA,"Peridiniaceae","Peridiniopsis",NA,"Peridiniopsis"
"321",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Chaetophorales",NA,"Chaetophoraceae","Protoderma",NA,"Protoderma"
"322",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Chaetophorales",NA,"Chaetophoraceae","Stigeoclonium",NA,"Stigeoclonium"
"323",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Chlorococcales",NA,"Chlorococcaceae","Tetraëdron",NA,"Tetraëdron; Tetraëdron caudatum; Tetraëdron minimum; Tetraëdron minutum; Tetraëdron muticum; Tetraëdron pentaedricum"
"324",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Chlorococcales",NA,"Hydrodictyaceae","Hydrodictyon",NA,"Hydrodictyon"
"325",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Chlorococcales",NA,"Micractiniaceae","Acanthosphaera",NA,"Acanthosphaera"
"326",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Chlorococcales",NA,"Micractiniaceae","Golenkinia",NA,"Golenkinia"
"327",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Chlorococcales",NA,"Micractiniaceae","Keriochlamys",NA,"Keriochlamys"
"328",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Chlorococcales",NA,"Oocystaceae","Cerasterias",NA,"Cerasterias"
"329",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Chlorococcales",NA,"Oocystaceae","Chlorokybus",NA,"Chlorokybus"
"330",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Chlorococcales",NA,"Oocystaceae","Dimorphococcus",NA,"Dimorphococcus"
"331",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Chlorococcales",NA,"Oocystaceae","Polyedriopsis",NA,"Polyedriopsis"
"332",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Chlorococcales",NA,"Oocystaceae","Trochiscia",NA,"Trochiscia"
"333",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Tetrasporales",NA,"Coccomyxaceae","Coccomyxa",NA,"Coccomyxa"
"334",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Tetrasporales",NA,"Coccomyxaceae","Dispora",NA,"Dispora"
"335",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Tetrasporales",NA,"Palmellaceae","Chlamydocapsa",NA,"Chlamydocapsa; Chlamydocapsa limnetica"
"336",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Ulotrichales",NA,"Ulotrichaceae","Gloeotila",NA,"Gloeotila"
"337",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Volvocales",NA,"Chlamydomonadaceae","Diplostauron",NA,"Diplostauron"
"338",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Volvocales",NA,"Chlamydomonadaceae","Gloeomonas",NA,"Gloeomonas"
"339",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Volvocales",NA,"Chlamydomonadaceae","Polytoma",NA,"Polytoma"
"340",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Volvocales",NA,"Chlamydomonadaceae","Scourfieldia",NA,"Scourfieldia"
"341",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Volvocales",NA,"Phacotaceae","Phacotus",NA,"Phacotus"
"342",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Volvocales",NA,"Polyblepharidaceae","Spermatozopsis",NA,"Spermatozopsis exsultans"
"343",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Volvocales",NA,"Volvocaceae","Platydorina",NA,"Platydorina"
"344",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Zygnematales",NA,"Desmidiaceae","Docidium",NA,"Docidium"
"345",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Zygnematales",NA,"Mesotaeniaceae","Mesotaenium",NA,"Mesotaenium"
"346",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Zygnematales",NA,"Mesotaeniaceae","Netrium",NA,"Netrium"
"347",NA,"Green Algae",NA,"Chlorophyta",NA,NA,"Zygnematales",NA,"Mesotaeniaceae","Roya",NA,"Roya"
"348",NA,"Red Algae",NA,"Rhodophyta",NA,NA,"Bangiales",NA,"Goniotrichaceae","Asterocystis",NA,"Asterocystis"
"349",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Chloramoebales",NA,"Chloramoebaceae","Polykyrtos",NA,"Polykyrtos"
"350",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Chloromonadales ",NA,"Vacuolariaceae ","Vacuolaria",NA,"Vacuolaria"
"351",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Chromulinales",NA,"Chrysocapsaceae","Chrysocapsa",NA,"Chrysocapsa"
"352",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Chrysamoebidales ",NA,"Chrysamoebidiaceae ","Chrysidiastrum",NA,"Chrysidiastrum"
"353",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Chrysomonadales",NA,"Ochromonadaceae","Phaeoplaca",NA,"Phaeoplaca"
"354",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Chrysomonadales",NA,"Ochromonadaceae","Stylochrysalis",NA,"Stylochrysalis"
"355",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Chrysomonadales",NA,"Synuraceae","Chrysodidymus",NA,"Chrysodidymus"
"356",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Chrysomonadales",NA,"Synuraceae","Chrysosphaerella",NA,"Chrysosphaerella"
"357",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Chrysophaerales",NA,"Chrysosphaeraceae","Chrysosphaera",NA,"Chrysosphaera"
"358",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Heterococcales",NA,"Pleurochloridaceae","Botrydiopsis",NA,"Botrydiopsis"
"359",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Mischococcales",NA,"Characiopsidaceae","Peroniella",NA,"Peroniella"
"360",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Mischococcales",NA,"Pleurochloridaceae","Pleurogaster",NA,"Pleurogaster"
"361",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Prymnesiales",NA,"Prymnesiaceae ","Chrysochromulina",NA,"Chrysochromulina"
"362",NA,"Yello-Green Algae",NA,"Chrysophyta",NA,NA,"Rhizochloridales",NA,"Stipitococcaceae","Stipitococcus",NA,"Stipitococcus"
