field,units,description,algaltoxins,atrazine,bentcond,benthic,bentmet,benttaxa,chla,condition,phab,phabmet,phytotaxa,profile,secchi,siteinfo,topsedhg,waterchem,zoopcond,zoopmets,zooptaxa
HIPWWALLS_RIP,NA,Human influence: weighted presence of Walls in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HIPWWALLS_SYN,NA,Human influence: weighted presence of Walls synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HORIZ_DIST,NA,Horizontal distance from waterline to high water mark (m),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HORIZ_DIST_DD,NA,Horizontal distance from waterline to high water mark,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HORIZDD,m,Horizontal drawdown distance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HPRIME,NA,"Shannon diversity- sum of prop_i*ln(prop_i) based only on distinct taxa, where prop_i=proportion of species i in sample",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRIME_CLAD,NA,"Shannon Diversity based on the number of cladoceran individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPRIME_ROT,NA,"Shannon Diversity based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPRIME_ROT300,NA,"Shannon Diversity based on the number of rotifer individuals in 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUC2,NA,USGS Level 2 Hydrologic Unit Code where lake is located,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HUC8,NA,USGS Level 8 Hydrologic Unit Code where lake is located,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HUMAN_DISTURBANCE,NA,NLA 2007 Littoral Fish Macrohabitat Characterization - Human Disturbance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IM_COMMENT,NA,Explanation of IM_FLAG or comment assigned during QA review,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
INDEX_GPS_FIX,NA,"Type of GPS at the index site (2D, 3D)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
INDEX_LAT_DD,dd,Lattitude in decimal degrees at index site,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
INDEX_LON_DD,dd,Longitude in decimal degrees at index site,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
INDEX_NLA,NA,"Index visit for lake (used in population estimates).  For sites visited, VISIT_NO=1 is designated as the index visit (even if no samples were collected).  Blank= not assigned (sites not evaluated or not needed). Y=Index visit, N=Not index visit",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
INDEX_SITE_DEPTH,m,Depth at the index site,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
INDXSAMP_BENT,NA,Index sample for benthic macroinvertebrates,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
INDXSAMP_CHEM,NA,Index sample for water chemistry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
INDXSAMP_CHLA,NA,Index sample for Chlorophyll a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
INDXSAMP_CORE,NA,Index sample for sediment core,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
INDXSAMP_ENTE,NA,Index sample for enterococci,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
INDXSAMP_MICR,NA,Index sample for microcystin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
INDXSAMP_PHAB,NA,Index sample for physical habitat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
INDXSAMP_SDHG,NA,Index sample for sediment mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
INDXSAMP_ZOOP,NA,Index sample for zooplankton,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
INTLNIND,NA,Number of individuals in sample with tolerance value <=3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTLNTAX,NA,No. of Intolerant (PTV<=3) taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTLPIND,NA,% Intolerant (PTV<=3) individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTLPTAX,NA,% Intolerant (PTV<=3) taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS_DISTINCT_300,NA,Distinct taxon in 300-organism subsample,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLAND,NA,Station an island (X/blank),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LAB,NA,Lab name,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
LAKE_ORIGIN,NA,"Lake origin based on codes used in NLA 2007:MAN-MADE=includes LAKE-ORIGIN12= MAN_MADE, MAN_MADE_AB, and RESERVOIR; NATURAL=includes LAKE_ORIGIN12=NATURAL and NATURAL_ENH; UNCERTAIN= Includes LAKE_ORIGIN12=UNCERTAIN",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
LAKE_ORIGIN12,NA,"Lake origin as determined during the 2012 site evaluation process, or from the sampling visit: MAN_MADE=Impoundment created by humans with current use for purpose of water storage, wildlife/fishing, and recreation.  Not used for active irrigation or power generation.  Includes lakes that were historically used for other purposes (e.g. mining pit pond, mill pond) but currently not a â€˜workingâ€ impoundment; MAN_MADE_AB=Lakes have been abandoned from their man-made function for many decades (or a century).  These are still called  man-made but function 'naturally'; NATURAL=Naturally occurring impoundment; NATURAL_ENH=Lake was originally a natural open water shallow lake that has been â€˜enhancedâ€™ with flow diversions to form larger/deeper lake to support recreational uses; RESERVOIR=Man-made impoundment for hydropower, flood control, and/or active irrigation storage; UNCERTAIN=Origin could not be determined from either site evaluation or sampling visit",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
LAT_DD83,NA,"Latitude (based on NAD83 datum) assigned to lake during site selection from NHD-based sample frame. Generally, but not always, represents centriod of lake polygon in NHD.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
LATITUDE,NA,Latitude at station,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LGCLAD_BIO,NA,Biomass represented by large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGCLAD_NAT_BIO,NA,Biomass represented by native large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGCLAD300_BIO,NA,Biomass represented by large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGCLAD300_NAT_BIO,NA,Biomass represented by native large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples ( coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGCLAD300_NAT_PIND,NA,Percent of native large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGCLAD300_NAT_PTAX,NA,Percent of distinct native taxa that are large cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGCLAD300_PIND,NA,Percent of large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGCLAD300_PTAX,NA,Percent of distinct taxa that are large cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LINE,NA,Line,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LITCVR_COND,NA,Shallow water habitat condition class,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LitCvrQc3OE,NA,NLA 2012 Shallow water habitat condition indicator,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LITRIPCVR_COND,NA,Lake habitat complexity condition class,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LitRipCvrQc3OE,NA,NLA 2012 Lake habitat complexity condition indicator,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMFPARTIFICIAL,NA,littoral fish macrohabitat: fractional presence of artificial fish cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMFPBEDROCK,NA,littoral fish macrohabitat: fraction of dominant substrate that is Bedrock,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMFPBOULDERS,NA,littoral fish macrohabitat: fractional presence of boulder fish cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMFPCOBBLE,NA,littoral fish macrohabitat: fraction of dominant substrate that is Cobble,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMFPCONTINUOUS,NA,littoral fish macrohabitat: fractional presence of continuous littoral fish cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMFPFILL,NA,littoral fish macrohabitat: fractional presence of fill fish cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMFPLITTLE,NA,littoral fish macrohabitat: fractional presence of little or no littoral fish cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMFPMUD,NA,littoral fish macrohabitat: fraction of dominant substrate that is Mud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMFPNONE,NA,littoral fish macrohabitat: fractional presence of no fish cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMFPPATCHY,NA,littoral fish macrohabitat: fractional presence of patchy littoral fish cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMFPSAND,NA,littoral fish macrohabitat: fraction of dominant substrate that is Sand,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMFPVEG,NA,Fractional presence of vegetation fish cover - NLA 2007 only,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMFPWOODY,NA,littoral fish macrohabitat: fractional presence of woody fish cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMNCOVER,NA,littoral fish macrohabitat: number of macrohabitat data,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMNCOVERTYPES,NA,littoral fish macrohabitat: Count of stations at which we have cover type data,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMNHUMAN,NA,littoral fish macrohabitat: count of human disturbance values,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMNSUBSTRATE,NA,littoral fish macrohabitat: count of dominant substrate class data,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMOCOVER,NA,littoral fish macrohabitat: Mode of littoral fish cover type,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMOSUBSTRATE,NA,littoral fish macrohabitat: mode of dominant substrate class,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMPWHUMAN,NA,littoral fish macrohabitat: weighted presence of human disturbance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LON_DD83,NA,"Longitude (based on NAD83 datum) assigned to lake during site selection from NHD-based sample frame. Generally, but not always represents centriod of lake polygon in NHD.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
LONGITUDE,NA,Longitude at station,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LZFPALGAE,NA,Littoral zone: fractional presence of littoral algal film,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LZFPFILM,NA,Littoral zone: fractional presence of any type of film other than None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LZFPNONE,NA,Littoral zone: fractional presence of no littoral film,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LZFPOILY,NA,Littoral zone: fractional presence of littoral oily film,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LZFPOTHER,NA,Littoral zone: fractional presence of littoral other film,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LZFPSCUM,NA,Littoral zone: fractional presence of littoral scum film,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LZIFILMVARIETY,NA,Littoral zone: mean(count of film types other than None at each station),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LZOFILM,NA,Littoral zone: mode of surface film type,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MACRO_LAKEWARD,NA,Do macrophytes extend lakeward (Y/N),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MAGNESIUM_BATCH_ID,NA,Batch ID from lab for Magnesium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAGNESIUM_DATE_ANALYZED,NA,Date of sample analysis for Magnesium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAGNESIUM_FLAG,NA,Flag for Magnesium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAGNESIUM_HOLDING_TIME,NA,Sample holding time for Magnesium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAGNESIUM_LAB_FLAG,NA,Flag from laboratory for Magnesium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAGNESIUM_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Magnesium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAGNESIUM_MDL,NA,Minimum detection limit of analyte for Magnesium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAGNESIUM_QA_FLAG,NA,QA flag associated with sample for Magnesium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAGNESIUM_RESULT,NA,Analyte value for Magnesium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAGNESIUM_RL,NA,Reporting limit for Magnesium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAGNESIUM_UNITS,NA,Units for Magnesium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAJ_BASIN,NA,Major USGS Hydrologic Basins derived from NHDPlus,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
MDCATY,NA,"Categories used for unequal probability selection within a stratum. For value definitions, see survey-specific design documentation.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
METALIMNION,NA,Depth indicated for (T)op and (B)ottom of the metalimnion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
METHYLMERCURY_BATCH_ID,NA,Batch ID from lab for Methyl mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
METHYLMERCURY_RESULT,NA,Analyte value for top sediment mercury for Methyl mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
METHYLMERCURY_UNITS,NA,Units for Methyl mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MICL_BATCH_ID,NA,Batch ID from lab for Littoral Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICL_DATE_ANALYZED,NA,Date of sample analysis for Littoral Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICL_DATE_RECEIVED,NA,Date sample received by laboratory for Littoral Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICL_FLAG,NA,Flag for Littoral Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICL_HOLDING_TIME,NA,Sample holding time for Littoral Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICL_MDL,ug/L,Minimum detection limit of analyte for Littoral Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICL_QA_FLAG,NA,QA flag associated with sample for Littoral Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICL_REC,NA,WHO microcystin recreational risk condition class for littoral site,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MICL_RESULT,ug/L,Analyte value for Littoral Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICL_RL,ug/L,Reporting limit for Littoral Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICL_SAMPLE_ID,NA,ID for sample collected for Littoral Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICL_UNITS,NA,Units for Littoral Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICX_BATCH_ID,NA,Batch ID from lab for X-site Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICX_DATE_ANALYZED,NA,Date of sample analysis for X-site Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICX_DATE_RECEIVED,NA,Date sample received by laboratory for X-site Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICX_DETECT,NA,Microcystin detection for index site,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MICX_FLAG,NA,Flag for X-site Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICX_HOLDING_TIME,NA,Sample holding time for X-site Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICX_MDL,ug/L,Minimum detection limit of analyte for X-site Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICX_QA_FLAG,NA,QA flag associated with sample for X-site Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICX_REC,NA,WHO microcystin recreational risk condition class for index site,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MICX_RESULT,ug/L,Analyte value for X-site Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICX_RL,ug/L,Reporting limit for X-site Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICX_SAMPLE_ID,NA,ID for sample collected for X-site Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICX_UNITS,NA,Units for X-site Microcystin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISS_BASIN,NA,"Within Mississippi basin, yes or no",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
MITENIND,NA,Number of mite individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITENTAX,NA,No. of Mite taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITEPIND,NA,% Mite individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITEPTAX,NA,% Mite taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMI_BENT_NLA12,NA,NLA 2012 Benthic MMI score,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMI_ZOOP_NLA6,NA,Zooplankton MMI score,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MOLLNIND,NA,Number of Mollusca individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLLNTAX,NA,No. of Mollusca taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLLPIND,NA,% Mollusca individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLLPTAX,NA,% Mollusca taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA_L1CODE,NA,CEC North American Level I ecoregion code,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA_L2CODE,NA,CEC North American Level II ecoregion code,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA_L3CODE,NA,CEC North American Level III ecoregion code,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NARS_NAME,NA,Name assigned to lake for NLA. Based on LOC_NAME in tblVERIFICATION and GNIS_NAME in tblDESIGN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NES_LAKE,NA,Was lake included in the 1970s National Eutrophication Survey?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NESLAKE_ID,NA,NES Lake ID number,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NESSTORET,NA,STORET ID number assigned to NES lake (from NLA 2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NET_SIZECLS_NEW,NA,"Net mesh size assigned to taxon: FINE=captured only by fine-mesh net, COARSE=captured by coarse and fine nets. Based on NLA 2012 methods.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NET_SIZECLS_RES,NA,"Net mesh size assigned to taxon: FINE=captured only by fine-mesh net, COARSE=captured by coarse and fine nets. Based on NLA 2007 methods, and only taxa occurring in NLA 2012 resample sites or NLA 2007 sites.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NEW_STATION,NA,New station code,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NITRATE_N_BATCH_ID,NA,Batch ID from lab for Nitrate as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_N_DATE_ANALYZED,NA,Date of sample analysis for Nitrate as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_N_FLAG,NA,Flag for Nitrate as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_N_HOLDING_TIME,NA,Sample holding time for Nitrate as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_N_LAB_FLAG,NA,Flag from laboratory for Nitrate as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_N_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Nitrate as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_N_MDL,NA,Minimum detection limit of analyte for Nitrate as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_N_QA_FLAG,NA,QA flag associated with sample for Nitrate as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_N_RESULT,NA,Analyte value for Nitrate as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_N_RL,NA,Reporting limit for Nitrate as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_N_UNITS,NA,Units for Nitrate as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_NITRITE_N_BATCH_ID,NA,Batch ID from lab for Nitrate + Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_NITRITE_N_DATE_ANALYZED,NA,Date of sample analysis for Nitrate + Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_NITRITE_N_FLAG,NA,Flag for Nitrate + Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_NITRITE_N_HOLDING_TIME,NA,Sample holding time for Nitrate + Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_NITRITE_N_LAB_FLAG,NA,Flag from laboratory for Nitrate + Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_NITRITE_N_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Nitrate + Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_NITRITE_N_MDL,NA,Minimum detection limit of analyte for Nitrate + Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_NITRITE_N_QA_FLAG,NA,QA flag associated with sample for Nitrate + Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_NITRITE_N_RESULT,NA,Analyte value for Nitrate + Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_NITRITE_N_RL,NA,Reporting limit for Nitrate + Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRATE_NITRITE_N_UNITS,NA,Units for Nitrate + Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRITE_N_BATCH_ID,NA,Batch ID from lab for Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRITE_N_DATE_ANALYZED,NA,Date of sample analysis for Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRITE_N_HOLDING_TIME,NA,Sample holding time for Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRITE_N_LAB_FLAG,NA,Flag from laboratory for Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRITE_N_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRITE_N_MDL,NA,Minimum detection limit of analyte for Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRITE_N_QA_FLAG,NA,QA flag associated with sample for Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRITE_N_RESULT,NA,Analyte value for Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
