"SAMPLE_TYPE","DATA_COLUMN","LEGAL_VALUES","RANGE_HIGH","RANGE_LOW","UNITS","filename_short","order","DESCRIPTION"
"PHAB","HINBUILDINGS",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values"
"PHAB","HINBUILDINGS_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the drawdown zone"
"PHAB","HINBUILDINGS_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the riparian zone"
"PHAB","HINBUILDINGS_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values synthesizing the 2007 protocol"
"PHAB","HINCOMMERCIAL",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values"
"PHAB","HINCOMMERCIAL_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the drawdown zone"
"PHAB","HINCOMMERCIAL_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the riparian zone"
"PHAB","HINCOMMERCIAL_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values synthesizing the 2007 protocol"
"PHAB","HINCROPS",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values"
"PHAB","HINCROPS_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the drawdown zone"
"PHAB","HINCROPS_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the riparian zone"
"PHAB","HINCROPS_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values synthesizing the 2007 protocol"
"PHAB","HINDOCKS",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values"
"PHAB","HINDOCKS_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the drawdown zone"
"PHAB","HINDOCKS_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the riparian zone"
"PHAB","HINDOCKS_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values synthesizing the 2007 protocol"
"PHAB","HINLANDFILL",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values"
"PHAB","HINLANDFILL_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the drawdown zone"
"PHAB","HINLANDFILL_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the riparian zone"
"PHAB","HINLANDFILL_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values synthesizing the 2007 protocol"
"PHAB","HINLAWN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values"
"PHAB","HINLAWN_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the drawdown zone"
"PHAB","HINLAWN_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the riparian zone"
"PHAB","HINLAWN_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values synthesizing the 2007 protocol"
"PHAB","HINNONAG",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of all values used"
"PHAB","HINNONAG_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of all values used in the drawdown zone"
"PHAB","HINNONAG_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of all values used in the riparian zone"
"PHAB","HINNONAG_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of all values used synthesizing the 2007 protocol"
"PHAB","HINORCHARD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values"
"PHAB","HINORCHARD_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the drawdown zone"
"PHAB","HINORCHARD_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the riparian zone"
"PHAB","HINORCHARD_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values synthesizing the 2007 protocol"
"PHAB","HINOTHER_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the drawdown zone"
"PHAB","HINOTHER_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the riparian zone"
"PHAB","HINOTHER_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values synthesizing the 2007 protocol"
"PHAB","HINPARK",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values"
"PHAB","HINPARK_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the drawdown zone"
"PHAB","HINPARK_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the riparian zone"
"PHAB","HINPARK_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values synthesizing the 2007 protocol"
"PHAB","HINPASTURE",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values"
"PHAB","HINPASTURE_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the drawdown zone"
"PHAB","HINPASTURE_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the riparian zone"
"PHAB","HINPASTURE_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values synthesizing the 2007 protocol"
"PHAB","HINPOWERLINES",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values"
"PHAB","HINPOWERLINES_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the drawdown zone"
"PHAB","HINPOWERLINES_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the riparian zone"
"PHAB","HINPOWERLINES_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values synthesizing the 2007 protocol"
"PHAB","HINROADS",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values"
"PHAB","HINROADS_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the drawdown zone"
"PHAB","HINROADS_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the riparian zone"
"PHAB","HINROADS_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values synthesizing the 2007 protocol"
"PHAB","HINWALLS",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values"
"PHAB","HINWALLS_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the drawdown zone"
"PHAB","HINWALLS_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values in the riparian zone"
"PHAB","HINWALLS_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: count of values synthesizing the 2007 protocol"
"PHAB","HIPWAG",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of agricultural influences"
"PHAB","HIPWAG_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of agricultural influences in the drawdown zone"
"PHAB","HIPWAG_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of agricultural influences in the riparian zone"
"PHAB","HIPWAG_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of agricultural influences synthesizing the 2007 protocol"
"PHAB","HIPWALL",NA,"NA","NA",NA,"phabmet",14,"Human influence: w1_hall"
"PHAB","HIPWALL_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: w1_hall in the drawdown zone"
"PHAB","HIPWALL_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: w1_hall in the riparian zone"
"PHAB","HIPWALL_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: w1_hall synthesizing the 2007 protocol"
"PHAB","HIPWBUILDINGS",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Buildings"
"PHAB","HIPWBUILDINGS_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Buildings in the drawdown zone"
"PHAB","HIPWBUILDINGS_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Buildings in the riparian zone"
"PHAB","HIPWBUILDINGS_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Buildings synthesizing the 2007 protocol"
"PHAB","HIPWCOMMERCIAL",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Commercial"
"PHAB","HIPWCOMMERCIAL_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Commercial in the drawdown zone"
"PHAB","HIPWCOMMERCIAL_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Commercial in the riparian zone"
"PHAB","HIPWCOMMERCIAL_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Commercial synthesizing the 2007 protocol"
"PHAB","HIPWCROPS",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Crops"
"PHAB","HIPWCROPS_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Crops in the drawdown zone"
"PHAB","HIPWCROPS_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Crops in the riparian zone"
"PHAB","HIPWCROPS_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Crops synthesizing the 2007 protocol"
"PHAB","HIPWDOCKS",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Docks"
"PHAB","HIPWDOCKS_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Docks in the drawdown zone"
"PHAB","HIPWDOCKS_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Docks in the riparian zone"
"PHAB","HIPWDOCKS_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Docks synthesizing the 2007 protocol"
"PHAB","HIPWLANDFILL",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Landfill"
"PHAB","HIPWLANDFILL_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Landfill in the drawdown zone"
"PHAB","HIPWLANDFILL_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Landfill in the riparian zone"
"PHAB","HIPWLANDFILL_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Landfill synthesizing the 2007 protocol"
"PHAB","HIPWLAWN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Lawn"
"PHAB","HIPWLAWN_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Lawn in the drawdown zone"
"PHAB","HIPWLAWN_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Lawn in the riparian zone"
"PHAB","HIPWLAWN_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Lawn synthesizing the 2007 protocol"
"PHAB","HIPWNONAG",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of non-agricultural influences"
"PHAB","HIPWNONAG_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of non-agricultural influences in the drawdown zone"
"PHAB","HIPWNONAG_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of non-agricultural influences in the riparian zone"
"PHAB","HIPWNONAG_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of non-agricultural influences synthesizing the 2007 protocol"
"PHAB","HIPWORCHARD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Orchard"
"PHAB","HIPWORCHARD_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Orchard in the drawdown zone"
"PHAB","HIPWORCHARD_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Orchard in the riparian zone"
"PHAB","HIPWORCHARD_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Orchard synthesizing the 2007 protocol"
"PHAB","HIPWOTHER_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Other in the drawdown zone"
"PHAB","HIPWOTHER_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Other in the riparian zone"
"PHAB","HIPWOTHER_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Other synthesizing the 2007 protocol"
"PHAB","HIPWPARK",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Park"
"PHAB","HIPWPARK_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Park in the drawdown zone"
"PHAB","HIPWPARK_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Park in the riparian zone"
"PHAB","HIPWPARK_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Park synthesizing the 2007 protocol"
"PHAB","HIPWPASTURE",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Pasture"
"PHAB","HIPWPASTURE_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Pasture in the drawdown zone"
"PHAB","HIPWPASTURE_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Pasture in the riparian zone"
"PHAB","HIPWPASTURE_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Pasture synthesizing the 2007 protocol"
"PHAB","HIPWPOWERLINES",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Powerlines"
"PHAB","HIPWPOWERLINES_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Powerlines in the drawdown zone"
"PHAB","HIPWPOWERLINES_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Powerlines in the riparian zone"
"PHAB","HIPWPOWERLINES_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Powerlines synthesizing the 2007 protocol"
"PHAB","HIPWROADS",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Roads"
"PHAB","HIPWROADS_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Roads in the drawdown zone"
"PHAB","HIPWROADS_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Roads in the riparian zone"
"PHAB","HIPWROADS_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Roads synthesizing the 2007 protocol"
"PHAB","HIPWWALLS",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Walls"
"PHAB","HIPWWALLS_DD",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Walls in the drawdown zone"
"PHAB","HIPWWALLS_RIP",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Walls in the riparian zone"
"PHAB","HIPWWALLS_SYN",NA,"NA","NA",NA,"phabmet",14,"Human influence: weighted presence of Walls synthesizing the 2007 protocol"
"PHAB","HORIZDD",NA,"NA","NA","m","phabmet",14,"Horizontal drawdown distance"
"PHAB","LitCvrQc3OE",NA,"NA","NA","None","phabmet",14,"NLA 2012 Shallow water habitat condition indicator"
"PHAB","LitRipCvrQc3OE",NA,"NA","NA","None","phabmet",14,"NLA 2012 Lake habitat complexity condition indicator"
"PHAB","LMFPARTIFICIAL",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: fractional presence of artificial fish cover"
"PHAB","LMFPBEDROCK",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: fraction of dominant substrate that is Bedrock"
"PHAB","LMFPBOULDERS",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: fractional presence of boulder fish cover"
"PHAB","LMFPCOBBLE",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: fraction of dominant substrate that is Cobble"
"PHAB","LMFPCONTINUOUS",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: fractional presence of continuous littoral fish cover"
"PHAB","LMFPFILL",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: fractional presence of fill fish cover"
"PHAB","LMFPLITTLE",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: fractional presence of little or no littoral fish cover"
"PHAB","LMFPMUD",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: fraction of dominant substrate that is Mud"
"PHAB","LMFPNONE",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: fractional presence of no fish cover"
"PHAB","LMFPPATCHY",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: fractional presence of patchy littoral fish cover"
"PHAB","LMFPSAND",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: fraction of dominant substrate that is Sand"
"PHAB","LMFPVEG",NA,"NA","NA",NA,"phabmet",14,"Fractional presence of vegetation fish cover - NLA 2007 only "
"PHAB","LMFPWOODY",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: fractional presence of woody fish cover"
"PHAB","LMNCOVER",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: number of macrohabitat data"
"PHAB","LMNCOVERTYPES",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: Count of stations at which we have cover type data"
"PHAB","LMNHUMAN",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: count of human disturbance values"
"PHAB","LMNSUBSTRATE",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: count of dominant substrate class data"
"PHAB","LMOCOVER",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: Mode of littoral fish cover type"
"PHAB","LMOSUBSTRATE",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: mode of dominant substrate class"
"PHAB","LMPWHUMAN",NA,"NA","NA",NA,"phabmet",14,"littoral fish macrohabitat: weighted presence of human disturbance"
"PHAB","LZFPALGAE",NA,"NA","NA",NA,"phabmet",14,"Littoral zone: fractional presence of littoral algal film"
"PHAB","LZFPFILM",NA,"NA","NA",NA,"phabmet",14,"Littoral zone: fractional presence of any type of film other than None"
"PHAB","LZFPNONE",NA,"NA","NA",NA,"phabmet",14,"Littoral zone: fractional presence of no littoral film"
"PHAB","LZFPOILY",NA,"NA","NA",NA,"phabmet",14,"Littoral zone: fractional presence of littoral oily film"
"PHAB","LZFPOTHER",NA,"NA","NA",NA,"phabmet",14,"Littoral zone: fractional presence of littoral other film"
"PHAB","LZFPSCUM",NA,"NA","NA",NA,"phabmet",14,"Littoral zone: fractional presence of littoral scum film"
"PHAB","LZIFILMVARIETY",NA,"NA","NA",NA,"phabmet",14,"Littoral zone: mean(count of film types other than None at each station)"
"PHAB","LZOFILM",NA,"NA","NA",NA,"phabmet",14,"Littoral zone: mode of surface film type"
"PHAB","RDis_IX",NA,"NA","NA","None","phabmet",14,"NLA 2012 Lakeshore disturbance condition indicator"
"PHAB","RVegQc3OE",NA,"NA","NA","None","phabmet",14,"NLA 2012 Riparian vegetation condition indicator"
"PHAB","RVFCCANBIG",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh"
"PHAB","RVFCCANBIG_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh in the drawdown zone"
"PHAB","RVFCCANBIG_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh in the riparian zone"
"PHAB","RVFCCANBIG_SYN",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh synthesizing the 2007 protocol"
"PHAB","RVFCCANSMALL",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh"
"PHAB","RVFCCANSMALL_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh in the drawdown zone"
"PHAB","RVFCCANSMALL_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh in the riparian zone"
"PHAB","RVFCCANSMALL_SYN",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh synthesizing the 2007 protocol"
"PHAB","RVFCGNDBARE",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground lacking cover"
"PHAB","RVFCGNDBARE_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground lacking cover in the drawdown zone"
"PHAB","RVFCGNDBARE_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground lacking cover in the riparian zone"
"PHAB","RVFCGNDBARE_SYN",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground lacking cover synthesizing the 2007 protocol"
"PHAB","RVFCGNDINUNDATED",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground cover by inundation"
"PHAB","RVFCGNDINUNDATED_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground cover by inundation in the drawdown zone"
"PHAB","RVFCGNDINUNDATED_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground cover by inundation in the riparian zone"
"PHAB","RVFCGNDINUNDATED_SYN",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground cover by inundation synthesizing the 2007 protocol"
"PHAB","RVFCGNDNONW",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground cover by herbaceous vegetation"
"PHAB","RVFCGNDNONW_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground cover by herbaceous vegetation in the drawdown zone"
"PHAB","RVFCGNDNONW_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground cover by herbaceous vegetation in the riparian zone"
"PHAB","RVFCGNDNONW_SYN",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground cover by herbaceous vegetation synthesizing the 2007 protocol"
"PHAB","RVFCGNDWOODY",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground cover by woody vegetation"
"PHAB","RVFCGNDWOODY_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground cover by woody vegetation in the drawdown zone"
"PHAB","RVFCGNDWOODY_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground cover by woody vegetation in the riparian zone"
"PHAB","RVFCGNDWOODY_SYN",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of ground cover by woody vegetation synthesizing the 2007 protocol"
"PHAB","RVFCUNDNONW",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of understory cover by nonwoody vegetation"
"PHAB","RVFCUNDNONW_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of understory cover by nonwoody vegetation in the drawdown zone"
"PHAB","RVFCUNDNONW_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of understory cover by nonwoody vegetation in the riparian zone"
"PHAB","RVFCUNDNONW_SYN",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of understory cover by nonwoody vegetation synthesizing the 2007 protocol"
"PHAB","RVFCUNDWOODY",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of understory cover by woody vegetation"
"PHAB","RVFCUNDWOODY_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of understory cover by woody vegetation in the drawdown zone"
"PHAB","RVFCUNDWOODY_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of understory cover by woody vegetation in the riparian zone"
"PHAB","RVFCUNDWOODY_SYN",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of understory cover by woody vegetation synthesizing the 2007 protocol"
"PHAB","RVFPCANBIG",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: Fraction of canopy with large trees present"
"PHAB","RVFPCANBIG_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: Fraction of canopy with large trees present in the drawdown zone"
"PHAB","RVFPCANBIG_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: Fraction of canopy with large trees present in the riparian zone"
"PHAB","RVFPCANBIG_SYN",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: Fraction of canopy with large trees present synthesizing the 2007 protocol"
"PHAB","RVFPCANBROADLEAF",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of broadleaf evergreen canopy presence"
"PHAB","RVFPCANBROADLEAF_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of broadleaf evergreen canopy presence in the drawdown zone"
"PHAB","RVFPCANBROADLEAF_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of broadleaf evergreen canopy presence in the riparian zone"
"PHAB","RVFPCANCONIFEROUS",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of coniferous canopy presence"
"PHAB","RVFPCANCONIFEROUS_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of coniferous canopy presence in the drawdown zone"
"PHAB","RVFPCANCONIFEROUS_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of coniferous canopy presence in the riparian zone"
"PHAB","RVFPCANDECIDUOUS",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of deciduous canopy presence"
"PHAB","RVFPCANDECIDUOUS_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of deciduous canopy presence in the drawdown zone"
"PHAB","RVFPCANDECIDUOUS_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of deciduous canopy presence in the riparian zone"
"PHAB","RVFPCANMIXED",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of mixed canopy presence"
"PHAB","RVFPCANMIXED_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of mixed canopy presence in the drawdown zone"
"PHAB","RVFPCANMIXED_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of mixed canopy presence in the riparian zone"
"PHAB","RVFPCANNONE",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of no canopy present"
"PHAB","RVFPCANNONE_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of no canopy present in the drawdown zone"
"PHAB","RVFPCANNONE_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of no canopy present in the riparian zone"
"PHAB","RVFPCANSMALL",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of canopy with small trees present"
"PHAB","RVFPCANSMALL_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of canopy with small trees present in the drawdown zone"
"PHAB","RVFPCANSMALL_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of canopy with small trees present in the riparian zone"
"PHAB","RVFPCANSMALL_SYN",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of canopy with small trees present synthesizing the 2007 protocol"
"PHAB","RVFPGNDBARE",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of bare ground presence"
"PHAB","RVFPGNDBARE_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of bare ground presence in the drawdown zone"
"PHAB","RVFPGNDBARE_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of bare ground presence in the riparian zone"
"PHAB","RVFPGNDBARE_SYN",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of bare ground presence synthesizing the 2007 protocol"
"PHAB","RVFPGNDINUNDATED",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of inundated ground presence"
"PHAB","RVFPGNDINUNDATED_DD",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of inundated ground presence in the drawdown zone"
"PHAB","RVFPGNDINUNDATED_RIP",NA,"NA","NA",NA,"phabmet",14,"riparian zone and vegetation: fraction of inundated ground presence in the riparian zone"
