PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STATE,SAMPLE_TYPE,FORM_TYPE,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_SCORE,AGR_STRING,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,FLAG_ASSESS,FLIGHT_HAZARDS,HYDRO_TYPE,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,IND_SCORE,IND_STRING,LAKE_LEVEL,LEVEL_CHANGE_M,LEVEL_CHANGES,MACRY_DENSITY,MACRY_FLOAT,MACRY_SUBMERGED,MAN_ANGLING,MAN_DRINKING_WATER,MAN_FISH_STOCKING,MAN_LEVEL_FLUCTUATIONS,MAN_LIMING,MAN_MACROPHYTE,MAN_SCORE,MAN_STRING,MAN_TREATMENT,MBOAT_DENSITY,OUTLET_DAMS,PHOTOGRAPHS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_SCORE,REC_STRING,REC_TRAILS,REC_TRASH,RECREATIONAL_ACTIVITY,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SCORE,RES_SEWAGE,RES_STRING,REVIEWED_BY_INITIAL,STUDYNAME,SWIMMABILITY,TROPHIC_STATE
8/23/2016,6536,NLA12_MS-104,8-Jun-12,1,MS,ASSESS,eForms,H,,,,,,5,H,,4,GOOD,,,SEEPAGE,,,,,,,,,0,,ZERO,,,SPARSE,0-05,0-05,H,,,,,,5,H,,HIGH,NONE,,3,25-75,0-05,0-05,25-75,25-May,0-05,25-75,0-05,L,,,,,4,LM,,M,,GOOD,,,,L,L,L,L,4,,LLLL,CW,NLA,FAIR,MESOTROPHIC
8/23/2016,6537,NLA12_PA-101,12-Jun-12,1,PA,ASSESS,eForms,M,,M,,M,,9,MMM,,4,EXCELLENT,,,RESERVOIR,,,,,,,L,L,2,LL,,,,SPARSE,0-05,25-May,M,,,,,,3,M,,LOW,ARTIFICIAL,,4,0-05,25-May,25-May,75-100,0-05,25-May,25-75,0-05,,L,M,M,M,14,LMMMML,M,L,,EXCELLENT,M,L,,M,,M,M,13,,MLMMM,BFL,NLA,GOOD,OLIGOTROPHIC
8/23/2016,6538,NLA12_ND-139,12-Jun-12,1,ND,ASSESS,ASSESSMENT,M,,M,,H,,11,MMH,,4,EXCELLENT,,,SEEPAGE,,,,,,,,,0,,,,,MODERATE,25-May,75-100,,,,,,,0,,,,NONE,,4,75-100,0-05,,,75-100,,25-May,25-75,,,,,,0,,,,,GOOD,,,,,,,,0,,,,,FAIR,EUTROPHIC
8/23/2016,6541,NLA12_IA-120,12-Jun-12,1,IA,ASSESS,ASSESSMENT,M,M,,,L,,7,MML,,3,FAIR,,,DRAINAGE,L,,L,,,,,,2,LL,,,,ABSENT,0-05,0-05,M,,,L,,,4,ML,,LOW,ARTIFICIAL,,2,0-05,25-May,75-100,0-05,0-05,75-100,0-05,,L,L,L,L,L,8,LLLLLM,,M,FAIR,,,L,L,M,M,M,M,14,,LLMMMM,,,FAIR,EUTROPHIC
8/23/2016,6542,NLA12_MT-104,12-Jun-12,1,MT,ASSESS,ASSESSMENT,,,M,,H,,9,MHL,L,4,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,0-05,25-75,,,,,,,0,,,LOW,ARTIFICIAL,,3,25-75,25-75,0-05,0-05,75-100,25-May,25-May,25-May,,,M,H,,12,MHML,M,L,,GOOD,L,,,L,,L,M,6,,LLLM,,,FAIR,MESOTROPHIC
8/23/2016,6543,NLA12_SD-114,12-Jun-12,1,SD,ASSESS,ASSESSMENT,M,,,,,,3,M,,3,GOOD,,YES,SEEPAGE,,,,,,,,,0,,YES,1,1,MODERATE,0-05,25-May,L,,,,,,1,L,,LOW,NONE,,3,25-May,0-05,0-05,0-05,25-75,0-05,0-05,25-May,,,,,,1,L,,L,,GOOD,,,,L,,L,L,3,,LLL,,,FAIR,EUTROPHIC
8/23/2016,6544,NLA12_SD-115,12-Jun-12,1,SD,ASSESS,ASSESSMENT,L,,,,L,,2,LL,,3,GOOD,,,SEEPAGE,,,,,,,,,0,,,,,MODERATE,25-May,25-May,L,,,,,,1,L,,LOW,NONE,,4,0-05,0-05,0-05,25-75,0-05,0-05,25-May,25-May,,,,L,,2,LL,,L,,FAIR,,,L,L,,L,L,4,,LLLL,,,FAIR,EUTROPHIC
8/23/2016,6546,NLA12_ND-146,12-Jun-12,1,ND,ASSESS,ASSESSMENT,M,H,H,,H,,18,MHHH,,1,POOR,,,SEEPAGE,,,,,,,,,0,,,,,MODERATE,25-75,25-75,,,,,,,0,,,LOW,NONE,,1,25-75,0-05,25-May,25-75,25-75,0-05,25-75,0-05,,,,,,3,M,,M,,POOR,,L,M,L,,M,M,11,,LMLMM,,,FAIR,MESOTROPHIC
8/23/2016,6547,NLA12_MN-120,12-Jun-12,1,MN,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,HIGH,25-75,25-75,,,,,,,0,,,RESTRICTED,NONE,,4,0-05,0-05,,25-75,25-May,0-05,25-75,25-75,,,L,L,L,4,LLLL,L,,,GOOD,,,,,,,,0,,,,,FAIR,MESOTROPHIC
8/23/2016,6548,NLA12_MN-122,12-Jun-12,1,MN,ASSESS,ASSESSMENT,M,,,,,,3,M,,2,FAIR,,,SEEPAGE,,,,,,,,,0,,,,,HIGH,25-May,75-100,,,,,,,0,,,LOW,NONE,,2,25-May,0-05,75-100,25-May,75-100,25-75,25-May,0-05,,,,,,0,,,,,FAIR,,,,M,,H,M,11,,MHM,,,FAIR,EUTROPHIC
8/23/2016,6549,NLA12_NH-108,12-Jun-12,1,NH,ASSESS,eForms,L,L,L,L,L,L,7,LLLLLLL,L,4,GOOD,,,DRAINAGE,L,L,L,L,L,L,L,L,8,LLLLLLLL,,,,HIGH,75-100,75-100,M,L,L,L,L,M,13,MLLLLMM,M,RESTRICTED,NONE,,5,0-05,25-May,0-05,75-100,25-May,0-05,25-75,75-100,L,L,L,L,L,7,LLLLLLL,L,L,,GOOD,L,L,L,L,L,L,L,8,L,LLLLLLLL,SA,NLA,FAIR,EUTROPHIC
8/23/2016,6550,NLA12_OK-101,12-Jun-12,1,OK,ASSESS,ASSESSMENT,,,,,,,5,H,H,4,GOOD,,,RESERVOIR,,,,,,,,H,5,H,,,,MODERATE,25-75,25-May,H,,,,,,5,H,,LOW,ARTIFICIAL,,4,25-May,0-05,0-05,25-75,25-May,0-05,75-100,25-May,,,L,L,,3,LLL,,L,,EXCELLENT,,,,,,,,0,,,,,GOOD,MESOTROPHIC
8/23/2016,6551,NLA12_OK-291,12-Jun-12,1,OK,ASSESS,ASSESSMENT,,,,,,,1,L,L,3,GOOD,,,,,,,,,,,,0,,,,,MODERATE,25-75,25-May,,,,,,,0,,,RESTRICTED,NONE,,3,,0-05,,25-75,25-May,,25-May,25-75,,,,,,0,,,,,POOR,,,,,,,,0,,,,,UNSWIMMABLE,EUTROPHIC
8/23/2016,6552,NLA12_UT-110,12-Jun-12,1,UT,ASSESS,ASSESSMENT,,,,,,,1,L,L,4,EXCELLENT,,,DRAINAGE,,L,,,,,,,1,L,,,,HIGH,25-75,25-75,,,,,,,0,,,BANNED,ARTIFICIAL,,3,,0-05,,,25-75,25-May,0-05,75-100,,,,,,0,,,,,FAIR,,,,,,,L,1,,L,,,UNSWIMMABLE,MESOTROPHIC
8/23/2016,6553,NLA12_VA-108,12-Jun-12,1,VA,ASSESS,ASSESSMENT,L,,L,,L,,3,LLL,,4,GOOD,,,RESERVOIR,,,,,L,,,,1,L,,,,HIGH,0-05,75-100,L,,,,,,1,L,,BANNED,ARTIFICIAL,,4,0-05,0-05,0-05,75-100,25-May,25-May,75-100,25-May,L,,,,,2,LL,,L,,GOOD,,,,,,,L,1,,L,,,FAIR,MESOTROPHIC
8/23/2016,6554,NLA12_WV-102,12-Jun-12,1,WV,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,SPARSE,0-05,0-05,M,,,,,,3,M,,HIGH,ARTIFICIAL,,4,,25-May,25-May,75-100,25-May,25-May,25-75,0-05,,L,M,,,6,LMLL,L,L,,EXCELLENT,L,,,L,L,,L,5,L,LLLLL,,,GOOD,EUTROPHIC
8/23/2016,6555,NLA12_OK-108,11-Jun-12,1,OK,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,25-May,0-05,M,,,,,,3,M,,LOW,ARTIFICIAL,,4,0-05,0-05,25-May,25-75,25-75,0-05,25-75,25-May,,,M,M,,7,MML,,L,,EXCELLENT,,,,L,,M,L,5,,LML,,,GOOD,MESOTROPHIC
8/23/2016,6556,NLA12_OK-135,11-Jun-12,1,OK,ASSESS,ASSESSMENT,,,,,,,0,,,3,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,25-May,0-05,L,,,,,,1,L,,LOW,ARTIFICIAL,,3,0-05,0-05,25-May,25-75,25-May,0-05,75-100,0-05,,,M,M,,7,MML,,L,,FAIR,,,,L,,L,L,3,,LLL,,,FAIR,MESOTROPHIC
8/23/2016,6558,NLA12_CA-174,11-Jun-12,1,CA,ASSESS,ASSESSMENT,,,,,,,0,,,3,POOR,,,DRAINAGE,,,,,,,,,0,,,2,2,MODERATE,0-05,0-05,,,,H,,,5,H,,HIGH,ARTIFICIAL,,1,0-05,25-75,75-100,0-05,25-May,75-100,0-05,0-05,,M,L,,,5,MLL,,L,,GOOD,H,L,,H,L,H,H,22,,HLHLHH,,,FAIR,MESOTROPHIC
8/23/2016,6559,NLA12_CA-116,12-Jun-12,1,CA,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,SPARSE,0-05,25-May,,,,,,,0,,,BANNED,NONE,,5,0-05,0-05,0-05,25-75,25-May,0-05,25-May,0-05,L,,L,L,,6,LLLM,M,,,EXCELLENT,,,,,,,L,1,,L,,,FAIR,OLIGOTROPHIC
8/23/2016,6564,NLA12_KS-R08,13-Jun-12,1,KS,ASSESS,ASSESSMENT,,,M,,M,,6,MM,,4,EXCELLENT,,YES,RESERVOIR,,,,,,,,,0,,,,,ABSENT,0-05,0-05,,,,,,,0,,,RESTRICTED,ARTIFICIAL,,4,0-05,0-05,0-05,75-100,25-75,0-05,0-05,0-05,,,,,,0,,,,,EXCELLENT,,,,,,,,0,,,,,GOOD,MESOTROPHIC
8/23/2016,6566,NLA12_ND-110,13-Jun-12,1,ND,ASSESS,ASSESSMENT,H,,,,L,,6,HL,,2,FAIR,,,SEEPAGE,,,L,,,,,,1,L,,,,HIGH,25-May,75-100,,,,,,,0,,,,NONE,,2,75-100,25-May,,,75-100,25-May,0-05,25-May,L,,,,,4,LM,,M,,POOR,,,L,L,,L,L,4,,LLLL,,,UNSWIMMABLE,HYPEREUTROPHIC
8/23/2016,6568,NLA12_VA-125,13-Jun-12,1,VA,ASSESS,ASSESSMENT,L,,L,,L,,3,LLL,,5,EXCELLENT,,,RESERVOIR,,,,,,,,,0,,,,,ABSENT,0-05,0-05,L,,L,,,,2,LL,,RESTRICTED,ARTIFICIAL,,5,0-05,0-05,0-05,75-100,0-05,0-05,0-05,0-05,,,,,,0,,,,,EXCELLENT,,,,L,,L,L,3,,LLL,,,GOOD,OLIGOTROPHIC
8/23/2016,6570,NLA12_KS-105,13-Jun-12,1,KS,ASSESS,ASSESSMENT,,,,,,,0,,,4,FAIR,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,25-May,25-75,M,,,,,,3,M,,LOW,ARTIFICIAL,,2,0-05,25-May,0-05,25-75,25-75,25-May,25-75,25-75,,,L,L,,3,LLL,,L,,GOOD,,,,M,,,M,6,,MM,,,FAIR,EUTROPHIC
8/23/2016,6571,NLA12_IL-R03,13-Jun-12,1,IL,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,SPARSE,0-05,0-05,L,,,,,,1,L,,LOW,NONE,,3,0-05,25-May,0-05,75-100,0-05,0-05,25-May,0-05,,,,L,,3,LLL,L,L,,GOOD,,,,,,,,0,,,,,FAIR,MESOTROPHIC
8/23/2016,6572,NLA12_LA-101,12-Jun-12,1,LA,ASSESS,ASSESSMENT,,,,,,,0,,,3,FAIR,,,DRAINAGE,,,,,,L,,,1,L,,,,MODERATE,25-May,0-05,M,,L,,,,4,ML,,HIGH,NATURAL,,2,,25-May,25-75,0-05,25-75,25-75,25-May,25-May,,,,,,3,M,,M,,GOOD,,L,,M,L,M,L,9,,LMLML,,,FAIR,EUTROPHIC
8/23/2016,6574,NLA12_MN-137,13-Jun-12,1,MN,ASSESS,ASSESSMENT,H,L,L,,M,,10,HLLM,,2,FAIR,,,DRAINAGE,,,,,,,,,0,,,,,MODERATE,0-05,25-75,,,,,,,0,,,LOW,NONE,,2,75-100,,25-May,0-05,25-May,0-05,25-May,0-05,,,,,,0,,,,,POOR,,,,,,L,L,2,,LL,,,UNSWIMMABLE,HYPEREUTROPHIC
8/23/2016,6575,NLA12_UT-109,12-Jun-12,1,UT,ASSESS,ASSESSMENT,,,M,,,,8,MH,H,3,FAIR,,,RESERVOIR,,,,,,,,,0,,YES,1.5,1.5,HIGH,0-05,25-75,M,,M,M,,,9,MMM,,LOW,ARTIFICIAL,,2,,75-100,,,25-May,0-05,,0-05,,,L,L,,4,LLLL,L,L,,FAIR,,,,,,,L,1,,L,,,FAIR,HYPEREUTROPHIC
8/23/2016,6576,NLA12_NY-0104,13-Jun-12,1,NY,ASSESS,ASSESSMENT,,,,,,,0,,,3,GOOD,,,DRAINAGE,,,,,,,,,0,,,,,HIGH,75-100,75-100,,,,,,,0,,,LOW,NONE,,3,,0-05,,25-May,0-05,,0-05,75-100,,,,L,,2,LL,,L,GOOD,,L,,L,L,L,L,L,6,,LLLLLL,,,UNSWIMMABLE,HYPEREUTROPHIC
8/23/2016,6577,NLA12_ND-162,13-Jun-12,1,ND,ASSESS,ASSESSMENT,M,,H,,H,,13,MHH,,1,POOR,,,SEEPAGE,L,,,,,,,,1,L,,,,MODERATE,25-May,25-May,,,,,,,0,,,LOW,NONE,,2,25-75,0-05,0-05,0-05,25-75,0-05,0-05,0-05,,,,,,0,,,,,POOR,,,,,,,M,3,,M,,,FAIR,MESOTROPHIC
8/23/2016,6584,NLA12_KS-R07,14-Jun-12,1,KS,ASSESS,ASSESSMENT,,,L,,L,,2,LL,,3,FAIR,,YES,RESERVOIR,,,,,,,L,,1,L,,,,MODERATE,25-May,25-May,,,,,,,0,,,LOW,ARTIFICIAL,,3,0-05,0-05,0-05,25-75,25-75,25-May,25-75,0-05,,,M,M,,7,MML,,L,,FAIR,,,,,,,,0,,,,,FAIR,EUTROPHIC
8/23/2016,6585,NLA12_GA-107,13-Jun-12,1,GA,ASSESS,ASSESSMENT,,,,,,,0,,,2,FAIR,,,RESERVOIR,,,,,,,,,0,,,0.3,0.3,SPARSE,0-05,25-May,L,,L,L,M,,6,LLLM,,RESTRICTED,ARTIFICIAL,,3,0-05,0-05,0-05,25-May,75-100,25-May,25-May,0-05,L,,,,,1,L,,,,GOOD,,,,H,L,L,L,8,,HLLL,,,UNSWIMMABLE,EUTROPHIC
8/23/2016,6586,NLA12_TX-121,13-Jun-12,1,TX,ASSESS,ASSESSMENT,,,,,,,0,,,4,FAIR,,,RESERVOIR,,,L,,,,,L,2,LL,,,,MODERATE,25-May,0-05,,,H,,,,5,H,,LOW,ARTIFICIAL,,3,,0-05,25-May,75-100,25-75,0-05,25-75,,,,H,,,9,HML,M,L,,GOOD,,,,L,,,L,2,,LL,,,GOOD,MESOTROPHIC
8/23/2016,6587,NLA12_VA-114,14-Jun-12,1,VA,ASSESS,ASSESSMENT,,,L,,L,,2,LL,,5,GOOD,,YES,RESERVOIR,,,,,,,,,0,,,,,SPARSE,0-05,25-May,L,,,,,,1,L,,BANNED,ARTIFICIAL,,4,25-May,0-05,0-05,75-100,25-May,25-May,25-May,0-05,,,,,,1,L,,L,,GOOD,,,,L,,L,L,3,,LLL,,,FAIR,MESOTROPHIC
8/23/2016,6590,NLA12_WV-106,13-Jun-12,1,WV,ASSESS,ASSESSMENT,,,,,L,,1,L,,4,GOOD,,,RESERVOIR,,,,,,,M,,3,M,,,,SPARSE,0-05,0-05,M,L,,,,,4,ML,,HIGH,ARTIFICIAL,,4,25-May,0-05,0-05,75-100,25-May,25-May,25-May,0-05,,M,L,,M,9,MLMLL,L,L,,EXCELLENT,M,,,L,L,L,L,8,L,MLLLLL,,,GOOD,MESOTROPHIC
8/23/2016,6594,NLA12_ND-178,14-Jun-12,1,ND,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,,SEEPAGE,,,,,,,,,0,,,,,MODERATE,25-75,25-75,M,,L,,,,4,ML,,LOW,NONE,,5,0-05,0-05,25-May,75-100,25-May,0-05,0-05,25-May,,,L,L,,4,LLLL,L,L,,EXCELLENT,,,,L,,L,M,5,,LLM,,,GOOD,EUTROPHIC
8/23/2016,6596,NLA12_CA-132,13-Jun-12,1,CA,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,,RESERVOIR,,M,,M,,,,,6,MM,,,,SPARSE,0-05,0-05,,,,,,,0,,,RESTRICTED,ARTIFICIAL,,5,0-05,25-May,0-05,75-100,0-05,0-05,25-May,0-05,,,,,L,1,L,,,,,L,,,,L,L,L,4,,LLLL,,,GOOD,OLIGOTROPHIC
8/23/2016,6599,NLA12_ND-163,14-Jun-12,1,ND,ASSESS,ASSESSMENT,L,,H,,H,,11,LHH,,3,FAIR,,,RESERVOIR,,,,,,,,,0,,,,,HIGH,25-May,75-100,,,,,,,0,,,RESTRICTED,ARTIFICIAL,,3,75-100,25-May,,,75-100,0-05,25-May,25-75,L,,,,,2,LL,,L,,GOOD,,,,,,,L,1,,L,,,UNSWIMMABLE,HYPEREUTROPHIC
8/23/2016,6601,NLA12_NH-104,14-Jun-12,1,NH,ASSESS,eForms,L,L,L,L,L,L,9,LLLLLLM,M,4,GOOD,,,DRAINAGE,L,L,L,L,L,L,L,L,8,LLLLLLLL,,,,SPARSE,25-May,25-May,L,L,M,L,L,L,9,LLMLLLL,L,HIGH,ARTIFICIAL,,3,0-05,25-May,25-75,75-100,25-May,25-May,75-100,25-May,L,M,L,L,L,9,LMLLLLL,L,L,,,L,L,L,M,L,M,M,14,L,LLLMLMML,SA,NLA,GOOD,
8/23/2016,6602,NLA12_MN-107,13-Jun-12,1,MN,ASSESS,ASSESSMENT,L,,,,,,1,L,,3,FAIR,,,DRAINAGE,,,,,,,,,0,,,,,ABSENT,0-05,0-05,,,,,,,0,,,LOW,ARTIFICIAL,,3,25-May,0-05,75-100,25-May,75-100,75-100,25-May,0-05,,L,,,,1,L,,,,GOOD,,,,M,,H,M,11,,MHM,,,FAIR,MESOTROPHIC
8/23/2016,6603,NLA12_LA-134,14-Jun-12,1,LA,ASSESS,ASSESSMENT,M,,M,,M,,9,MMM,,3,FAIR,,,DRAINAGE,,,,,,L,M,,4,LM,,,,SPARSE,25-May,0-05,L,,,,,,1,L,,LOW,NATURAL,,3,25-75,0-05,25-May,25-May,25-75,25-May,25-75,25-75,,,L,L,,3,LLL,,L,,GOOD,,L,,L,L,L,L,5,,LLLLL,,,GOOD,EUTROPHIC
8/23/2016,6604,NLA12_IA-101,14-Jun-12,1,IA,ASSESS,ASSESSMENT,M,,,,,,3,M,,2,FAIR,,,DRAINAGE,,,,,,,,,0,,,,,SPARSE,0-05,,L,,L,,,,2,LL,,LOW,ARTIFICIAL,,2,25-May,0-05,25-75,25-May,25-May,25-75,0-05,0-05,,,L,,,2,LL,,L,FAIR,,L,L,,M,L,M,M,12,,LLMLMM,,,FAIR,EUTROPHIC
8/23/2016,6606,NLA12_KS-102,12-Jun-12,1,KS,ASSESS,ASSESSMENT,M,,,,,,3,M,,4,FAIR,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,0-05,25-May,M,,,,,,3,M,,LOW,ARTIFICIAL,,1,0-05,25-75,0-05,0-05,25-75,25-75,25-75,0-05,,,L,L,,3,LLL,,L,,EXCELLENT,,,,,,,L,1,,L,,,FAIR,EUTROPHIC
8/23/2016,6608,NLA12_TX-R02,13-Jun-12,1,TX,ASSESS,ASSESSMENT,,,L,,L,,2,LL,,4,GOOD,,,RESERVOIR,,,,,,,,,0,,,0.4,0.4,SPARSE,0-05,0-05,M,,M,M,,,9,MMM,,LOW,ARTIFICIAL,,3,0-05,0-05,0-05,25-75,25-May,0-05,25-May,0-05,,,M,M,,7,MML,L,,,EXCELLENT,,,,L,,,L,2,,LL,,,GOOD,EUTROPHIC
8/23/2016,6609,NLA12_KS-124,14-Jun-12,1,KS,ASSESS,ASSESSMENT,,,M,,H,,8,MH,,3,POOR,,,RESERVOIR,,,,,,,,,0,,,,,SPARSE,0-05,0-05,,,,,,,0,,,LOW,ARTIFICIAL,,1,75-100,25-75,0-05,25-May,25-75,25-75,25-75,25-May,,,,,,0,,,,,GOOD,L,,,,,,L,2,,LL,,,FAIR,
8/23/2016,6612,NLA12_AZ-101,14-Jun-12,2,AZ,ASSESS,ASSESSMENT,,,,,,,5,H,H,4,GOOD,,YES,RESERVOIR,L,,,,,L,,,2,LL,YES,1.3,1.3,SPARSE,0-05,25-May,M,L,,L,,,5,MLL,,HIGH,ARTIFICIAL,,3,0-05,25-75,,25-May,25-75,0-05,25-May,0-05,L,L,L,M,,8,LLLMLL,L,L,GOOD,,,,,,L,,L,2,,LL,,,FAIR,EUTROPHIC
8/23/2016,6613,NLA12_KS-R11,15-Jun-12,1,KS,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,YES,RESERVOIR,,,,,,,,,0,,,,,SPARSE,0-05,0-05,,,,,,,0,,,LOW,ARTIFICIAL,,5,0-05,0-05,0-05,75-100,0-05,0-05,0-05,0-05,,,L,L,,2,LL,,,,EXCELLENT,,,,,,,,0,,,,,GOOD,MESOTROPHIC
8/23/2016,6614,NLA12_MO-119,14-Jun-12,1,MO,ASSESS,ASSESSMENT,,,,,L,,1,L,,4,GOOD,,YES,DRAINAGE,,,,,H,,,,5,H,YES,0.25,0.25,SPARSE,0-05,0-05,,,,L,,,1,L,,,NONE,,3,,0-05,0-05,25-75,25-May,0-05,25-May,,L,,,,,1,L,,,,GOOD,,,,L,,L,L,3,,LLL,,,FAIR,EUTROPHIC
8/23/2016,6617,NLA12_NV-127,12-Jun-12,1,NV,ASSESS,ASSESSMENT,,,M,,L,,4,ML,,4,EXCELLENT,,,RESERVOIR,,,,,,,,,0,,,,,HIGH,25-75,75-100,,,,,,,0,,,LOW,ARTIFICIAL,,4,25-May,0-05,0-05,0-05,25-75,0-05,25-75,25-75,,,,,,0,,,,,FAIR,,,,,,,L,1,,L,,,FAIR,EUTROPHIC
8/23/2016,6618,NLA12_NV-167,14-Jun-12,1,NV,ASSESS,ASSESSMENT,,,H,,H,,13,HHM,M,3,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,25-75,25-May,,,,L,,,1,L,,BANNED,ARTIFICIAL,,3,25-75,25-May,0-05,0-05,75-100,25-May,25-75,25-May,,,,,,0,,,,,FAIR,,,,,,,L,1,,L,,,FAIR,MESOTROPHIC
8/23/2016,6622,NLA12_TX-144,14-Jun-12,1,TX,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,25-May,0-05,L,,L,,,,2,LL,,RESTRICTED,ARTIFICIAL,,4,0-05,25-May,0-05,25-75,25-May,0-05,0-05,0-05,,,M,L,,6,MLLL,L,L,,GOOD,,,,L,,,M,4,,LM,,,GOOD,MESOTROPHIC
8/23/2016,6623,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,1,FAIR,,,SEEPAGE,,,,,,,,,0,,,,,HIGH,25-75,75-100,,,,,,,0,,,BANNED,NONE,,3,0-05,0-05,0-05,0-05,25-May,0-05,25-May,25-May,,,,,,3,M,M,,,POOR,L,,,L,,M,M,8,,LLMM,,,UNSWIMMABLE,EUTROPHIC
8/23/2016,6628,NLA12_LA-102,17-Jun-12,1,LA,ASSESS,ASSESSMENT,,,,,,,0,,,2,FAIR,,,RESERVOIR,,,,,,L,,H,6,LH,,,,SPARSE,25-May,0-05,L,,,,,,1,L,,LOW,ARTIFICIAL,,2,0-05,25-May,25-May,25-75,25-75,0-05,25-75,,,,L,L,,3,LLL,,L,,POOR,M,,,L,L,L,L,7,,MLLLL,,,UNSWIMMABLE,EUTROPHIC
8/23/2016,6633,NLA12_WI-R06,18-Jun-12,1,WI,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,,SEEPAGE,,,,,,,,,0,,,,,MODERATE,25-May,0-05,L,,,,,,1,L,,LOW,NONE,,4,0-05,0-05,0-05,25-75,0-05,0-05,25-75,25-75,,,,,,1,L,,L,,EXCELLENT,,,,,,L,,1,,L,,,GOOD,MESOTROPHIC
8/23/2016,6634,NLA12_SD-168,18-Jun-12,1,SD,ASSESS,ASSESSMENT,L,,L,,M,,5,LLM,,5,EXCELLENT,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,0-05,25-75,L,,,,,,1,L,,LOW,ARTIFICIAL,,4,0-05,0-05,0-05,0-05,75-100,25-May,0-05,0-05,,,,,,0,,,,,,,,,,,L,L,2,,LL,,,GOOD,EUTROPHIC
8/23/2016,6636,NLA12_ND-186,18-Jun-12,1,ND,ASSESS,ASSESSMENT,L,,L,,H,,7,LLH,,4,GOOD,,,DRAINAGE,,,,,,,,,0,,,,,HIGH,25-May,75-100,,,,,,,0,,,BANNED,NONE,,4,,0-05,,,75-100,,25-May,25-75,L,,,,,1,L,,,,FAIR,,,L,,,L,L,3,,LLL,,,UNSWIMMABLE,HYPEREUTROPHIC
8/23/2016,6642,NLA12_CA-157,18-Jun-12,1,CA,ASSESS,ASSESSMENT,,,L,,H,,6,LH,,3,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,SPARSE,0-05,0-05,M,,,,,,3,M,,LOW,ARTIFICIAL,,4,0-05,0-05,25-75,0-05,25-May,25-75,0-05,0-05,L,M,H,,,15,LMHHL,H,L,,GOOD,M,,,H,L,,M,12,,MHLM,,,FAIR,MESOTROPHIC
8/23/2016,6643,NLA12_LA-105,18-Jun-12,1,LA,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,YES,RESERVOIR,,,,,,L,,,1,L,,,,HIGH,25-May,25-75,M,,M,,,,6,MM,,HIGH,ARTIFICIAL,,3,,0-05,25-75,25-May,25-May,25-75,25-75,0-05,,,L,L,,3,LLL,,L,,GOOD,L,,,M,,M,M,10,,LMMM,,,GOOD,MESOTROPHIC
8/23/2016,6644,NLA12_LA-161,18-Jun-12,1,LA,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,,DRAINAGE,,,,,,M,,,3,M,,,,HIGH,25-May,75-100,L,,,,,,1,L,,LOW,NATURAL,,4,,25-May,,25-May,25-May,,25-75,25-75,H,,,,,6,HL,,L,,GOOD,,,,L,,,L,2,,LL,,,FAIR,MESOTROPHIC
