"UID","SITE_ID","YEAR","VISIT_NO","DATE_COL","ECO_BIO","AGGR_ECO3_2015","AGGR_ECO9_2015","BENT_COND","MMI_BENT_NLA12","COMP_PT","DIVS_PT","FEED_PT","HABT_PT","RICH_PT","TOLR_PT","TOTLNIND","PUBLICATION_DATE"
2007840,"NLA06608-0503",2007,1,"8/1/2007","PLAINS","PLNLOW","TPL","Poor",26.2,4.13,1.01,2.35,4.74,3,0.49,103,"8/23/2016"
2007842,"NLA06608-0508",2007,1,"7/10/2007","CPL","PLNLOW","CPL","Poor",38.9,5.65,1.82,5.88,2,1.43,6.55,300,"8/23/2016"
2007843,"NLA06608-0509",2007,1,"6/20/2007","EHIGH","EHIGH","SAP","Good",62.7,1.77,8.9,9.47,6.67,3.33,7.5,300,"8/23/2016"
2007844,"NLA06608-0510",2007,1,"6/27/2007","PLAINS","PLNLOW","TPL","Poor",21.3,10,0,0.59,0,2,0.17,300,"8/23/2016"
2007845,"NLA06608-0511",2007,1,"9/6/2007","WMTNS","WMTNS","WMT","Poor",38.7,2.05,4.1,8,2.86,0,6.22,300,"8/23/2016"
2007846,"NLA06608-0512",2007,1,"8/13/2007","PLAINS","PLNLOW","TPL","Fair",32.2,4.34,1.26,2.94,5.8,5,0,300,"8/23/2016"
2007847,"NLA06608-0514",2007,1,"7/24/2007","EHIGH","EHIGH","SAP","Good",53.5,2.24,5.66,7.37,8.89,4.17,3.75,300,"8/23/2016"
2007848,"NLA06608-0515",2007,1,"6/28/2007","PLAINS","PLNLOW","NPL","Good",54.6,10,10,0.59,10,2,0.17,300,"8/23/2016"
2007849,"NLA06608-0523",2007,1,"7/16/2007","PLAINS","PLNLOW","TPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,41,"8/23/2016"
2007850,"NLA06608-0526",2007,1,"7/18/2007","UMW","PLNLOW","UMW","Good",73.1,4.74,8.95,9.03,9.09,6.67,5.37,300,"8/23/2016"
2007851,"NLA06608-0528",2007,1,"6/28/2007","PLAINS","PLNLOW","SPL","Poor",14,1.7,1.92,3.53,0.23,1,0,257,"8/23/2016"
2007852,"NLA06608-0529",2007,1,"9/4/2007","WMTNS","WMTNS","XER","Good",54.9,4.43,10,6,5.71,4.29,2.52,300,"8/23/2016"
2007853,"NLA06608-0530",2007,1,"8/7/2007","CPL","PLNLOW","CPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,89,"8/23/2016"
2007854,"NLA06608-0531",2007,1,"7/11/2007","PLAINS","PLNLOW","NPL","Poor",26.4,5.61,0,2.35,4.9,3,0,300,"8/23/2016"
2007855,"NLA06608-0533",2007,1,"7/18/2007","EHIGH","EHIGH","NAP","Poor",32.6,0.02,7.95,3.68,3.33,3.33,1.25,300,"8/23/2016"
2007856,"NLA06608-0537",2007,1,"6/6/2007","EHIGH","EHIGH","SAP","Poor",29.2,0,3.72,6.32,3.33,1.67,2.5,300,"8/23/2016"
2007857,"NLA06608-0540",2007,1,"8/27/2007","PLAINS","PLNLOW","SPL","Poor",25.7,5.35,0.24,2.35,2.48,5,0,300,"8/23/2016"
2007858,"NLA06608-0541",2007,1,"7/12/2007","EHIGH","EHIGH","SAP","Fair",44.6,4.15,7.56,3.68,5.56,3.33,2.5,300,"8/23/2016"
2007859,"NLA06608-0542",2007,1,"8/30/2007","UMW","PLNLOW","UMW","Good",64.1,10,2.3,10,0.91,6.67,8.56,300,"8/23/2016"
2007860,"NLA06608-0546",2007,1,"7/18/2007","EHIGH","EHIGH","NAP","Poor",14.5,4.41,0.82,2.63,0,0.83,0,300,"8/23/2016"
2007861,"NLA06608-0547",2007,1,"7/31/2007","UMW","PLNLOW","UMW","Poor",42,2.07,6.89,8.2,2.73,0,5.3,300,"8/23/2016"
2007862,"NLA06608-0550",2007,1,"8/1/2007","EHIGH","EHIGH","NAP","Good",77.3,8.09,9.33,6.32,5.56,8.33,8.75,300,"8/23/2016"
2007863,"NLA06608-0551",2007,1,"8/20/2007","UMW","PLNLOW","UMW","Fair",53.2,9.4,0,8.83,3.64,6.67,3.4,145,"8/23/2016"
2007864,"NLA06608-0555",2007,1,"7/23/2007","UMW","PLNLOW","UMW","Poor",0,0,0,0,0,0,0,300,"8/23/2016"
2007865,"NLA06608-0558",2007,1,"8/9/2007","UMW","PLNLOW","UMW","Poor",44.4,1.87,3.54,9.1,1.82,10,0.32,300,"8/23/2016"
2007867,"NLA06608-0561",2007,1,"8/9/2007","WMTNS","WMTNS","WMT","Good",58.1,1.76,7.87,10,2.86,5.71,6.67,101,"8/23/2016"
2007868,"NLA06608-0562",2007,1,"7/13/2007","EHIGH","EHIGH","NAP","Fair",41.9,2.67,3.8,1.58,6.67,6.67,3.75,300,"8/23/2016"
2007870,"NLA06608-0564",2007,1,"8/22/2007","WMTNS","WMTNS","XER","Fair",44.3,2.85,7.87,4,7.14,2.86,1.87,237,"8/23/2016"
2007871,"NLA06608-0565",2007,1,"7/19/2007","WMTNS","WMTNS","XER","Poor",30.2,2.07,9.33,2,0,2.86,1.87,117,"8/23/2016"
2007872,"NLA06608-0569",2007,1,"8/7/2007","WMTNS","WMTNS","WMT","Poor",14.8,1.41,3.48,4,0,0,0,300,"8/23/2016"
2007873,"NLA06608-0570",2007,1,"7/27/2007","PLAINS","PLNLOW","NPL","Fair",39.8,7.01,1.26,4.71,5.24,5,0.68,300,"8/23/2016"
2007875,"NLA06608-0579",2007,1,"8/19/2007","PLAINS","PLNLOW","NPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,91,"8/23/2016"
2007876,"NLA06608-0580",2007,1,"8/7/2007","EHIGH","EHIGH","SAP","Good",72.3,5.42,7.81,6.84,10,5.83,7.5,300,"8/23/2016"
2007877,"NLA06608-0581",2007,1,"7/3/2007","WMTNS","WMTNS","XER","Poor",39.4,2.51,8.6,4,2.86,1.43,4.24,300,"8/23/2016"
2007878,"NLA06608-0582",2007,1,"7/19/2007","EHIGH","EHIGH","NAP","Fair",46.2,2.63,8.16,5.26,10,1.67,0,300,"8/23/2016"
2007879,"NLA06608-0583",2007,1,"6/26/2007","CPL","PLNLOW","CPL","Poor",37.1,3.97,0.59,5.29,5,2.86,4.54,300,"8/23/2016"
2007880,"NLA06608-0585",2007,1,"6/15/2007","WMTNS","WMTNS","XER","Fair",49.5,8.47,7.47,4,2.86,2.86,4.06,300,"8/23/2016"
2007881,"NLA06608-0587",2007,1,"7/9/2007","UMW","PLNLOW","UMW","Fair",53.8,9.32,1.06,8.89,2.73,6.67,3.62,300,"8/23/2016"
2007882,"NLA06608-0587",2007,2,"8/14/2007","UMW","PLNLOW","UMW","Not Assessed",NA,NA,NA,NA,NA,NA,NA,37,"8/23/2016"
2007883,"NLA06608-0588",2007,1,"7/13/2007","PLAINS","PLNLOW","SPL","Fair",35,2.31,2.65,6.47,4.9,3,1.65,246,"8/23/2016"
2007884,"NLA06608-0590",2007,1,"8/7/2007","UMW","PLNLOW","UMW","Poor",33.6,5.1,7.84,2.43,3.64,0,1.15,300,"8/23/2016"
2007886,"NLA06608-0593",2007,1,"7/10/2007","WMTNS","WMTNS","WMT","Good",69.3,8.47,9.04,6,10,2.86,5.18,300,"8/23/2016"
2007887,"NLA06608-0594",2007,1,"8/9/2007","CPL","PLNLOW","CPL","Good",64.2,7.56,7.23,6.47,8,4.29,5,300,"8/23/2016"
2007888,"NLA06608-0595",2007,1,"6/12/2007","PLAINS","PLNLOW","NPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,39,"8/23/2016"
2007889,"NLA06608-0596",2007,1,"7/30/2007","WMTNS","WMTNS","WMT","Good",56.9,7.36,8.6,6,4.29,1.43,6.43,300,"8/23/2016"
2007890,"NLA06608-0597",2007,1,"7/9/2007","WMTNS","WMTNS","XER","Fair",46.3,2.85,10,0,7.14,2.86,4.91,300,"8/23/2016"
2007892,"NLA06608-0606",2007,1,"8/8/2007","UMW","PLNLOW","UMW","Fair",48.4,2.71,8.22,0.83,6.36,6.67,4.23,300,"8/23/2016"
2007893,"NLA06608-0608",2007,1,"9/18/2007","CPL","PLNLOW","CPL","Poor",26.2,5.31,5.36,2.35,1,0,1.72,300,"8/23/2016"
2007894,"NLA06608-0609",2007,1,"7/25/2007","CPL","PLNLOW","CPL","Poor",13.1,1.55,0,0,2,4.29,0,300,"8/23/2016"
2007895,"NLA06608-0610",2007,1,"8/2/2007","EHIGH","EHIGH","NAP","Poor",30.9,0,4.03,4.21,4.44,3.33,2.5,300,"8/23/2016"
2007897,"NLA06608-0614",2007,1,"6/27/2007","WMTNS","WMTNS","WMT","Good",55.9,2.51,9.55,0,10,7.14,4.34,300,"8/23/2016"
2007898,"NLA06608-0616",2007,1,"7/25/2007","PLAINS","PLNLOW","SPL","Fair",39,5.19,0,4.12,9.11,5,0,300,"8/23/2016"
2007899,"NLA06608-0617",2007,1,"6/19/2007","WMTNS","WMTNS","WMT","Fair",44.6,4.3,7.25,8,1.43,4.29,1.51,300,"8/23/2016"
2007900,"NLA06608-0618",2007,1,"7/24/2007","CPL","PLNLOW","CPL","Good",77.5,6.75,10,7.06,10,8.57,4.14,300,"8/23/2016"
2007901,"NLA06608-0619",2007,1,"7/18/2007","UMW","PLNLOW","UMW","Poor",31.3,3.31,0.44,7.71,0,6.67,0.65,300,"8/23/2016"
2007903,"NLA06608-0622",2007,1,"7/24/2007","UMW","PLNLOW","UMW","Poor",28.5,0.2,3.65,1.6,0,6.67,4.96,300,"8/23/2016"
2007904,"NLA06608-0623",2007,1,"6/20/2007","EHIGH","EHIGH","NAP","Fair",40.9,2.78,8.49,6.32,4.44,2.5,0,300,"8/23/2016"
2007905,"NLA06608-0624",2007,1,"6/5/2007","PLAINS","PLNLOW","TPL","Poor",29.1,3.66,2.75,4.12,3.28,3,0.68,300,"8/23/2016"
2007906,"NLA06608-0625",2007,1,"9/19/2007","WMTNS","WMTNS","WMT","Fair",48.7,10,0,10,0,1.43,7.78,300,"8/23/2016"
2007907,"NLA06608-0627",2007,1,"7/19/2007","UMW","PLNLOW","UMW","Good",64.6,6.33,7.88,7.57,3.64,6.67,6.7,300,"8/23/2016"
2007908,"NLA06608-0628",2007,1,"6/25/2007","PLAINS","PLNLOW","SPL","Poor",19,0.66,4.62,2.94,1.84,1,0.36,143,"8/23/2016"
2007909,"NLA06608-0630",2007,1,"7/30/2007","UMW","PLNLOW","UMW","Fair",53.5,4.21,3.8,10,0.91,10,3.2,160,"8/23/2016"
2007910,"NLA06608-0632",2007,1,"6/12/2007","PLAINS","PLNLOW","TPL","Fair",32.2,2.91,3.84,5.29,2.48,3,1.8,113,"8/23/2016"
2007911,"NLA06608-0634",2007,1,"8/22/2007","PLAINS","PLNLOW","NPL","Poor",26.8,8.08,0,0.59,6.43,1,0,300,"8/23/2016"
2007912,"NLA06608-0635",2007,1,"8/22/2007","PLAINS","PLNLOW","SPL","Good",42.7,2.31,5.69,5.29,7.15,5,0.17,300,"8/23/2016"
2007915,"NLA06608-0641",2007,1,"7/25/2007","WMTNS","WMTNS","WMT","Poor",20.9,0.3,1.97,6,1.43,2.86,0,300,"8/23/2016"
2007916,"NLA06608-0648",2007,1,"8/1/2007","PLAINS","PLNLOW","SPL","Fair",37.2,5.05,0.26,5.88,5.92,5,0.21,241,"8/23/2016"
2007917,"NLA06608-0649",2007,1,"9/19/2007","WMTNS","WMTNS","WMT","Good",67.1,7.02,8.82,4,5.71,5.71,8.97,300,"8/23/2016"
2007918,"NLA06608-0650",2007,1,"7/25/2007","WMTNS","WMTNS","WMT","Fair",49.1,0.68,3.48,4,4.29,10,7,300,"8/23/2016"
2007919,"NLA06608-0651",2007,1,"7/17/2007","EHIGH","EHIGH","SAP","Poor",38.2,3.72,6.55,4.74,3.33,3.33,1.25,300,"8/23/2016"
2007920,"NLA06608-0654",2007,1,"8/14/2007","UMW","PLNLOW","UMW","Good",72.3,8.13,7.51,9.79,5.45,10,2.49,300,"8/23/2016"
2007921,"NLA06608-0657",2007,1,"9/13/2007","EHIGH","EHIGH","NAP","Not Assessed",NA,NA,NA,NA,NA,NA,NA,81,"8/23/2016"
2007922,"NLA06608-0658",2007,1,"7/26/2007","WMTNS","WMTNS","WMT","Not Assessed",NA,NA,NA,NA,NA,NA,NA,76,"8/23/2016"
2007923,"NLA06608-0659",2007,1,"6/26/2007","PLAINS","PLNLOW","TPL","Fair",41,8.25,0.85,4.12,7.4,4,0,300,"8/23/2016"
2007924,"NLA06608-0660",2007,1,"7/12/2007","PLAINS","PLNLOW","TPL","Good",51.3,2.77,2.7,6.47,6,3,9.83,300,"8/23/2016"
2007925,"NLA06608-0661",2007,1,"8/8/2007","EHIGH","EHIGH","NAP","Good",81.4,5.85,9.66,7.89,10,9.17,6.25,300,"8/23/2016"
2007926,"NLA06608-0662",2007,1,"8/7/2007","EHIGH","EHIGH","NAP","Good",54,5.99,4.58,4.21,5.56,5.83,6.25,300,"8/23/2016"
2007927,"NLA06608-0663",2007,1,"8/8/2007","PLAINS","PLNLOW","TPL","Fair",34,4.13,0.5,3.53,9.25,3,0,259,"8/23/2016"
2007928,"NLA06608-0665",2007,1,"6/27/2007","CPL","PLNLOW","CPL","Good",63.2,7.99,4.79,5.29,8,4.29,7.59,300,"8/23/2016"
2007929,"NLA06608-0671",2007,1,"8/16/2007","WMTNS","WMTNS","WMT","Good",57.1,6.98,5.73,10,1.43,4.29,5.83,300,"8/23/2016"
2007930,"NLA06608-0672",2007,1,"7/26/2007","PLAINS","PLNLOW","TPL","Poor",3.4,0,0.26,1.76,0,0,0,165,"8/23/2016"
2007931,"NLA06608-0674",2007,1,"7/26/2007","EHIGH","EHIGH","NAP","Good",76.2,7.59,8.91,6.84,7.78,5.83,8.75,300,"8/23/2016"
2007932,"NLA06608-0677",2007,1,"7/17/2007","WMTNS","WMTNS","XER","Fair",52.6,9.06,4.44,10,4.29,1.43,2.33,300,"8/23/2016"
2007933,"NLA06608-0678",2007,1,"8/7/2007","WMTNS","WMTNS","WMT","Poor",38.6,7.28,5.73,0,4.29,2.86,3.01,300,"8/23/2016"
2007934,"NLA06608-0679",2007,1,"6/27/2007","UMW","PLNLOW","UMW","Fair",52.6,9,0.97,9.31,1.82,6.67,3.78,300,"8/23/2016"
2007935,"NLA06608-0681",2007,1,"6/14/2007","EHIGH","EHIGH","SAP","Fair",43.1,4.95,1.29,4.74,7.78,3.33,3.75,300,"8/23/2016"
2007936,"NLA06608-0686",2007,1,"7/11/2007","UMW","PLNLOW","UMW","Poor",40.8,8.84,0,7.64,0,6.67,1.31,300,"8/23/2016"
2007937,"NLA06608-0687",2007,1,"8/14/2007","WMTNS","WMTNS","WMT","Poor",40.4,0.6,9.49,4,2.86,4.29,3.01,300,"8/23/2016"
2007938,"NLA06608-0690",2007,1,"7/3/2007","EHIGH","EHIGH","NAP","Fair",46.8,1.47,5.96,5.26,6.67,5,3.75,300,"8/23/2016"
2007939,"NLA06608-0690",2007,2,"8/22/2007","EHIGH","EHIGH","NAP","Fair",38.9,3.54,4.03,3.68,3.33,7.5,1.25,300,"8/23/2016"
2007940,"NLA06608-0692",2007,1,"7/10/2007","PLAINS","PLNLOW","SPL","Fair",38.1,5.46,1.95,2.94,9.35,3,0.17,300,"8/23/2016"
2007941,"NLA06608-0693",2007,1,"7/25/2007","WMTNS","WMTNS","XER","Poor",14.8,0,0,6,1.43,1.43,0,231,"8/23/2016"
2007942,"NLA06608-0696",2007,1,"7/16/2007","PLAINS","PLNLOW","SPL","Fair",40,6.92,0.41,4.12,8.57,4,0,300,"8/23/2016"
2007943,"NLA06608-0707",2007,1,"7/12/2007","PLAINS","PLNLOW","NPL","Poor",23.6,0,3.99,4.12,1.84,3,1.18,300,"8/23/2016"
2007944,"NLA06608-0709",2007,1,"9/18/2007","CPL","PLNLOW","CPL","Poor",3,0,0,0,1,0,0.81,300,"8/23/2016"
2007945,"NLA06608-0710",2007,1,"7/24/2007","CPL","PLNLOW","CPL","Good",60.1,4,8.29,5.88,7,5.71,5.17,300,"8/23/2016"
2007946,"NLA06608-0711",2007,1,"9/10/2007","CPL","PLNLOW","CPL","Poor",31.4,1.55,5.83,0,5,2.86,3.62,300,"8/23/2016"
2007947,"NLA06608-0712",2007,1,"7/24/2007","PLAINS","PLNLOW","SPL","Good",63,4.87,4.17,9.41,8.81,10,0.51,300,"8/23/2016"
2007948,"NLA06608-0713",2007,1,"9/12/2007","WMTNS","WMTNS","WMT","Good",60.6,4.38,8.76,8,4.29,5.71,5.18,300,"8/23/2016"
2007949,"NLA06608-0715",2007,1,"7/6/2007","WMTNS","WMTNS","WMT","Fair",54.5,8.13,4.72,6,4.29,1.43,8.11,300,"8/23/2016"
2007950,"NLA06608-0717",2007,1,"6/14/2007","CPL","PLNLOW","CPL","Fair",50.3,3.92,7.06,4.71,8,2.86,3.62,300,"8/23/2016"
2007951,"NLA06608-0718",2007,1,"7/18/2007","PLAINS","PLNLOW","NPL","Poor",28.6,3.59,1.77,4.71,2.86,4,0.23,216,"8/23/2016"
2007952,"NLA06608-0720",2007,1,"6/26/2007","PLAINS","PLNLOW","SPL","Fair",38.6,5.86,1.3,4.71,5.61,5,0.68,300,"8/23/2016"
2007953,"NLA06608-0721",2007,1,"7/5/2007","WMTNS","WMTNS","WMT","Fair",48,2.6,9.49,4,10,1.43,1.3,300,"8/23/2016"
2007954,"NLA06608-0723",2007,1,"8/18/2007","PLAINS","PLNLOW","SPL","Good",65.7,6.16,3.04,6.47,10,10,3.73,300,"8/23/2016"
2007955,"NLA06608-0724",2007,1,"8/13/2007","PLAINS","PLNLOW","TPL","Good",57.1,4.23,5.04,7.65,6.43,8,2.88,300,"8/23/2016"
2007956,"NLA06608-0726",2007,1,"8/14/2007","EHIGH","EHIGH","NAP","Fair",41.2,2.67,2.52,1.05,8.89,5.83,3.75,300,"8/23/2016"
2007958,"NLA06608-0731",2007,1,"8/7/2007","UMW","PLNLOW","UMW","Fair",50.4,4.42,7.44,6.81,3.64,6.67,1.25,300,"8/23/2016"
2007959,"NLA06608-0733",2007,1,"6/27/2007","WMTNS","WMTNS","XER","Poor",42.4,3.96,5.79,10,4.29,1.43,0,173,"8/23/2016"
2007960,"NLA06608-0734",2007,1,"7/24/2007","UMW","PLNLOW","UMW","Fair",54.8,1.99,9.17,8.06,5.45,6.67,1.57,300,"8/23/2016"
2007961,"NLA06608-0738",2007,1,"8/16/2007","EHIGH","EHIGH","NAP","Good",90.9,7.89,10,10,10,6.67,10,300,"8/23/2016"
2007963,"NLA06608-0743",2007,1,"6/26/2007","UMW","PLNLOW","UMW","Fair",55.6,6.25,6.83,7.29,5.45,6.67,0.85,300,"8/23/2016"
2007964,"NLA06608-0744",2007,1,"7/18/2007","PLAINS","PLNLOW","TPL","Good",50.4,4.71,4.82,10,5.54,4,1.18,300,"8/23/2016"
2007966,"NLA06608-0749",2007,1,"7/17/2007","EHIGH","EHIGH","SAP","Fair",46.6,0.44,3.25,7.89,8.89,5,2.5,300,"8/23/2016"
2007967,"NLA06608-0751",2007,1,"7/25/2007","EHIGH","EHIGH","SAP","Good",56.4,5.14,4.96,4.74,7.78,5,6.25,300,"8/23/2016"
2007968,"NLA06608-0753",2007,1,"7/19/2007","EHIGH","EHIGH","NAP","Poor",36.5,0.68,5.2,3.68,4.44,6.67,1.25,300,"8/23/2016"
2007969,"NLA06608-0754",2007,1,"7/2/2007","EHIGH","EHIGH","NAP","Poor",29.7,2.32,3.38,4.21,3.33,0.83,3.75,300,"8/23/2016"
2007970,"NLA06608-0755",2007,1,"6/20/2007","PLAINS","PLNLOW","NPL","Fair",32.4,5.82,1.58,2.94,6.9,2,0.17,300,"8/23/2016"
2007971,"NLA06608-0756",2007,1,"6/25/2007","PLAINS","PLNLOW","SPL","Good",51.5,3.24,6.04,8.24,2.67,10,0.71,285,"8/23/2016"
2007973,"NLA06608-0759",2007,1,"8/7/2007","PLAINS","PLNLOW","TPL","Good",48.8,7.69,2.88,7.65,5.71,5,0.35,294,"8/23/2016"
2007974,"NLA06608-0761",2007,1,"9/6/2007","EHIGH","EHIGH","SAP","Poor",18.7,3.64,1.39,3.16,2.22,0.83,0,300,"8/23/2016"
2007975,"NLA06608-0762",2007,1,"8/16/2007","PLAINS","PLNLOW","NPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,20,"8/23/2016"
2007976,"NLA06608-0764",2007,1,"6/26/2007","PLAINS","PLNLOW","SPL","Poor",27.3,3.96,2.55,3.53,1.84,4,0.51,300,"8/23/2016"
2007977,"NLA06608-0765",2007,1,"6/5/2007","EHIGH","EHIGH","SAP","Poor",22.7,2.2,1.9,3.68,3.33,2.5,0,300,"8/23/2016"
2007978,"NLA06608-0766",2007,1,"7/18/2007","PLAINS","PLNLOW","TPL","Fair",34.3,6.64,0,2.94,10,1,0,300,"8/23/2016"
2007979,"NLA06608-0769",2007,1,"7/24/2007","WMTNS","WMTNS","WMT","Good",69.3,3.45,10,6,10,7.14,4.97,300,"8/23/2016"
2007980,"NLA06608-0770",2007,1,"5/8/2007","WMTNS","WMTNS","XER","Poor",19.1,0,0,10,0,1.43,0,300,"8/23/2016"
2007981,"NLA06608-0771",2007,1,"8/13/2007","UMW","PLNLOW","UMW","Fair",54.7,5.42,2.96,6.81,6.36,6.67,4.63,300,"8/23/2016"
2007982,"NLA06608-0775",2007,1,"7/25/2007","PLAINS","PLNLOW","SPL","Good",53.1,4.28,5.31,8.24,7.21,6,0.85,300,"8/23/2016"
2007983,"NLA06608-0779",2007,1,"7/31/2007","PLAINS","PLNLOW","TPL","Fair",32.6,6.16,0,1.18,10,2,0.26,196,"8/23/2016"
2007984,"NLA06608-0781",2007,1,"7/26/2007","EHIGH","EHIGH","NAP","Poor",37.8,2.5,4.74,4.74,4.44,5,1.25,300,"8/23/2016"
2007985,"NLA06608-0782",2007,1,"7/31/2007","UMW","PLNLOW","UMW","Good",78.2,8.92,6.61,8.4,9.09,6.67,7.21,300,"8/23/2016"
2007986,"NLA06608-0783",2007,1,"8/14/2007","PLAINS","PLNLOW","TPL","Poor",18.6,2.86,0.56,4.71,1.84,1,0.17,300,"8/23/2016"
2007987,"NLA06608-0785",2007,1,"9/12/2007","WMTNS","WMTNS","XER","Fair",43,3.7,10,4,2.86,1.43,3.78,300,"8/23/2016"
2007990,"NLA06608-0793",2007,1,"6/18/2007","EHIGH","EHIGH","SAP","Fair",40.4,1,4.11,7.89,3.33,4.17,3.75,300,"8/23/2016"
2007991,"NLA06608-0794",2007,1,"6/9/2007","WMTNS","WMTNS","XER","Not Assessed",NA,NA,NA,NA,NA,NA,NA,21,"8/23/2016"
2007992,"NLA06608-0794",2007,2,"6/28/2007","WMTNS","WMTNS","XER","Not Assessed",NA,NA,NA,NA,NA,NA,NA,44,"8/23/2016"
2007993,"NLA06608-0797",2007,1,"6/28/2007","WMTNS","WMTNS","XER","Fair",49.7,6,6.63,6,4.29,2.86,4.06,300,"8/23/2016"
2007994,"NLA06608-0802",2007,1,"7/20/2007","EHIGH","EHIGH","NAP","Good",51.2,4.17,6.97,5.26,5.56,5,3.75,300,"8/23/2016"
2007995,"NLA06608-0804",2007,1,"8/19/2007","EHIGH","EHIGH","SAP","Poor",35.6,3.3,4.73,4.74,4.44,1.67,2.5,300,"8/23/2016"
2007996,"NLA06608-0805",2007,1,"8/22/2007","EHIGH","EHIGH","NAP","Good",52.7,4.41,10,5.26,7.78,4.17,0,300,"8/23/2016"
2007997,"NLA06608-0806",2007,1,"9/7/2007","EHIGH","EHIGH","NAP","Good",77.8,8.47,9.69,6.84,10,6.67,5,300,"8/23/2016"
2007998,"NLA06608-0807",2007,1,"7/11/2007","PLAINS","PLNLOW","TPL","Good",51.7,10,10,0,10,1,0,300,"8/23/2016"
2007999,"NLA06608-0808",2007,1,"9/6/2007","PLAINS","PLNLOW","TPL","Fair",34.4,0,3.06,4.71,0.86,2,10,300,"8/23/2016"
2008000,"NLA06608-0809",2007,1,"7/24/2007","WMTNS","WMTNS","WMT","Fair",47.8,0.34,5.51,6,7.14,4.29,5.38,300,"8/23/2016"
2008001,"NLA06608-0811",2007,1,"7/23/2007","UMW","PLNLOW","UMW","Poor",30.1,3.9,5.55,3.89,0.91,3.33,0.49,300,"8/23/2016"
2008002,"NLA06608-0812",2007,1,"6/28/2007","CPL","PLNLOW","CPL","Good",59.9,6.06,4.67,7.65,5,5.71,6.84,300,"8/23/2016"
2008003,"NLA06608-0815",2007,1,"7/17/2007","CPL","PLNLOW","CPL","Good",57.2,5.65,8.44,7.06,6,4.29,2.87,300,"8/23/2016"
2008005,"NLA06608-0820",2007,1,"8/6/2007","EHIGH","EHIGH","SAP","Poor",27.6,3.84,4.62,1.58,4.44,0.83,1.25,300,"8/23/2016"
2008008,"NLA06608-0824",2007,1,"9/5/2007","PLAINS","PLNLOW","TPL","Fair",39.1,1.48,4.15,4.71,0.3,8,4.84,126,"8/23/2016"
2008009,"NLA06608-0825",2007,1,"9/6/2007","WMTNS","WMTNS","XER","Fair",47.2,10,1.24,10,2.86,0,4.24,300,"8/23/2016"
2008010,"NLA06608-0827",2007,1,"7/5/2007","PLAINS","PLNLOW","SPL","Fair",31.4,0,3.38,2.35,3.17,3,6.95,300,"8/23/2016"
2008011,"NLA06608-0828",2007,1,"7/11/2007","CPL","PLNLOW","CPL","Fair",44.2,1.96,1.14,6.47,6,4.29,6.67,300,"8/23/2016"
2008012,"NLA06608-0830",2007,1,"8/30/2007","PLAINS","PLNLOW","NPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,24,"8/23/2016"
2008013,"NLA06608-0831",2007,1,"7/19/2007","EHIGH","EHIGH","SAP","Good",51.7,8.08,4.16,4.74,4.44,5.83,3.75,300,"8/23/2016"
2008014,"NLA06608-0833",2007,1,"8/7/2007","WMTNS","WMTNS","WMT","Good",80.8,5.79,9.33,6,10,10,7.37,300,"8/23/2016"
2008015,"NLA06608-0834",2007,1,"6/1/2007","WMTNS","WMTNS","XER","Not Assessed",NA,NA,NA,NA,NA,NA,NA,5,"8/23/2016"
2008016,"NLA06608-0836",2007,1,"8/29/2007","WMTNS","WMTNS","XER","Fair",45.8,1.58,8.48,4,2.86,5.71,4.83,300,"8/23/2016"
2008017,"NLA06608-0837",2007,1,"7/19/2007","WMTNS","WMTNS","XER","Poor",32.7,1.58,7.81,4,0,4.29,1.95,300,"8/23/2016"
2008018,"NLA06608-0842",2007,1,"8/1/2007","WMTNS","WMTNS","WMT","Fair",44.8,6.09,5.96,6,4.29,1.43,3.11,300,"8/23/2016"
2008019,"NLA06608-0843",2007,1,"7/18/2007","EHIGH","EHIGH","SAP","Good",51.7,1.04,10,7.37,8.89,2.5,1.25,300,"8/23/2016"
2008020,"NLA06608-0846",2007,1,"8/28/2007","UMW","PLNLOW","UMW","Poor",39.3,4.66,7,0.83,3.64,3.33,4.13,300,"8/23/2016"
2008022,"NLA06608-0849",2007,1,"7/31/2007","WMTNS","WMTNS","WMT","Good",64.7,2.81,6.12,6,8.57,5.71,9.61,300,"8/23/2016"
2008023,"NLA06608-0850",2007,1,"8/7/2007","WMTNS","WMTNS","WMT","Poor",41.2,4.3,6.07,6,4.29,0,4.06,300,"8/23/2016"
2008024,"NLA06608-0851",2007,1,"6/5/2007","PLAINS","PLNLOW","NPL","Poor",18,0.49,0.79,1.76,4.74,3,0,300,"8/23/2016"
2008025,"NLA06608-0856",2007,1,"6/19/2007","PLAINS","PLNLOW","SPL","Good",53.1,4.93,6.56,8.24,4.48,7,0.68,300,"8/23/2016"
2008026,"NLA06608-0857",2007,1,"6/22/2007","EHIGH","EHIGH","SAP","Poor",19.8,3.54,4.34,0.53,2.22,0,1.25,102,"8/23/2016"
