"SAMPLE_TYPE","DATA_COLUMN","LABEL","LEGAL_VALUES","RANGE_HIGH","RANGE_LOW","UNITS"
"PHAB","RVITOTALVEG_DD","riparian zone and vegetation: index of total vegetation cover in the drawdown zone","",NA,NA,""
"PHAB","RVITOTALVEG_RIP","riparian zone and vegetation: index of total vegetation cover in the riparian zone","",NA,NA,""
"PHAB","RVITOTALVEG_SYN","riparian zone and vegetation: index of total vegetation cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVIUNDERSTORY","riparian zone and vegetation: index of total understory cover","",NA,NA,""
"PHAB","RVIUNDERSTORY_DD","riparian zone and vegetation: index of total understory cover in the drawdown zone","",NA,NA,""
"PHAB","RVIUNDERSTORY_RIP","riparian zone and vegetation: index of total understory cover in the riparian zone","",NA,NA,""
"PHAB","RVIUNDERSTORY_SYN","riparian zone and vegetation: index of total understory cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVIWOODY","riparian zone and vegetation: index of total woody vegatation cover","",NA,NA,""
"PHAB","RVIWOODY_DD","riparian zone and vegetation: index of total woody vegatation cover in the drawdown zone","",NA,NA,""
"PHAB","RVIWOODY_RIP","riparian zone and vegetation: index of total woody vegatation cover in the riparian zone","",NA,NA,""
"PHAB","RVIWOODY_SYN","riparian zone and vegetation: index of total woody vegatation cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVNCANBIG","riparian zone and vegetation: Count of values of canopy cover by trees &gt; 30cm","",NA,NA,""
"PHAB","RVNCANBIG_DD","riparian zone and vegetation: Count of values of canopy cover by trees &gt; 30cm in the drawdown zone","",NA,NA,""
"PHAB","RVNCANBIG_RIP","riparian zone and vegetation: Count of values of canopy cover by trees &gt; 30cm in the riparian zone","",NA,NA,""
"PHAB","RVNCANBIG_SYN","riparian zone and vegetation: Count of values of canopy cover by trees &gt; 30cm synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVNCANOPY","riparian zone and vegetation: number of canopy type data","",NA,NA,""
"PHAB","RVNCANOPY_DD","riparian zone and vegetation: number of canopy type data in the drawdown zone","",NA,NA,""
"PHAB","RVNCANOPY_RIP","riparian zone and vegetation: number of canopy type data in the riparian zone","",NA,NA,""
"PHAB","RVNCANSMALL","riparian zone and vegetation: Count of values of canopy cover by trees &lt; 30 cm","",NA,NA,""
"PHAB","RVNCANSMALL_DD","riparian zone and vegetation: Count of values of canopy cover by trees &lt; 30 cm in the drawdown zone","",NA,NA,""
"PHAB","RVNCANSMALL_RIP","riparian zone and vegetation: Count of values of canopy cover by trees &lt; 30 cm in the riparian zone","",NA,NA,""
"PHAB","RVNCANSMALL_SYN","riparian zone and vegetation: Count of values of canopy cover by trees &lt; 30 cm synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVNGNDBARE","riparian zone and vegetation: count of bare ground values","",NA,NA,""
"PHAB","RVNGNDBARE_DD","riparian zone and vegetation: count of bare ground values in the drawdown zone","",NA,NA,""
"PHAB","RVNGNDBARE_RIP","riparian zone and vegetation: count of bare ground values in the riparian zone","",NA,NA,""
"PHAB","RVNGNDBARE_SYN","riparian zone and vegetation: count of bare ground values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVNGNDINUNDATED","riparian zone and vegetation: count of ground inundation values","",NA,NA,""
"PHAB","RVNGNDINUNDATED_DD","riparian zone and vegetation: count of ground inundation values in the drawdown zone","",NA,NA,""
"PHAB","RVNGNDINUNDATED_RIP","riparian zone and vegetation: count of ground inundation values in the riparian zone","",NA,NA,""
"PHAB","RVNGNDINUNDATED_SYN","riparian zone and vegetation: count of ground inundation values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVNGNDNONW","riparian zone and vegetation: count of nonwoody ground cover values","",NA,NA,""
"PHAB","RVNGNDNONW_DD","riparian zone and vegetation: count of nonwoody ground cover values in the drawdown zone","",NA,NA,""
"PHAB","RVNGNDNONW_RIP","riparian zone and vegetation: count of nonwoody ground cover values in the riparian zone","",NA,NA,""
"PHAB","RVNGNDNONW_SYN","riparian zone and vegetation: count of nonwoody ground cover values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVNGNDWOODY","riparian zone and vegetation: count of woody ground cover values","",NA,NA,""
"PHAB","RVNGNDWOODY_DD","riparian zone and vegetation: count of woody ground cover values in the drawdown zone","",NA,NA,""
"PHAB","RVNGNDWOODY_RIP","riparian zone and vegetation: count of woody ground cover values in the riparian zone","",NA,NA,""
"PHAB","RVNGNDWOODY_SYN","riparian zone and vegetation: count of woody ground cover values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVNUNDERSTORY","riparian zone and vegetation: number of understory type data","",NA,NA,""
"PHAB","RVNUNDERSTORY_DD","riparian zone and vegetation: number of understory type data in the drawdown zone","",NA,NA,""
"PHAB","RVNUNDERSTORY_RIP","riparian zone and vegetation: number of understory type data in the riparian zone","",NA,NA,""
"PHAB","RVNUNDNONW","riparian zone and vegetation: count of values of understory nonwoody cover","",NA,NA,""
"PHAB","RVNUNDNONW_DD","riparian zone and vegetation: count of values of understory nonwoody cover in the drawdown zone","",NA,NA,""
"PHAB","RVNUNDNONW_RIP","riparian zone and vegetation: count of values of understory nonwoody cover in the riparian zone","",NA,NA,""
"PHAB","RVNUNDNONW_SYN","riparian zone and vegetation: count of values of understory nonwoody cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVNUNDWOODY","riparian zone and vegetation: count of values of understory nonwoody cover","",NA,NA,""
"PHAB","RVNUNDWOODY_DD","riparian zone and vegetation: count of values of understory nonwoody cover in the drawdown zone","",NA,NA,""
"PHAB","RVNUNDWOODY_RIP","riparian zone and vegetation: count of values of understory nonwoody cover in the riparian zone","",NA,NA,""
"PHAB","RVNUNDWOODY_SYN","riparian zone and vegetation: count of values of understory nonwoody cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVVCANBIG","riparian zone and vegetation: stdev of canopy cover by trees &gt; 30 cm dbh","",NA,NA,""
"PHAB","RVVCANBIG_DD","riparian zone and vegetation: stdev of canopy cover by trees &gt; 30 cm dbh in the drawdown zone","",NA,NA,""
"PHAB","RVVCANBIG_RIP","riparian zone and vegetation: stdev of canopy cover by trees &gt; 30 cm dbh in the riparian zone","",NA,NA,""
"PHAB","RVVCANBIG_SYN","riparian zone and vegetation: stdev of canopy cover by trees &gt; 30 cm dbh synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVVCANSMALL","riparian zone and vegetation: stdev of canopy cover by trees &lt; 30 cm dbh","",NA,NA,""
"PHAB","RVVCANSMALL_DD","riparian zone and vegetation: stdev of canopy cover by trees &lt; 30 cm dbh in the drawdown zone","",NA,NA,""
"PHAB","RVVCANSMALL_RIP","riparian zone and vegetation: stdev of canopy cover by trees &lt; 30 cm dbh in the riparian zone","",NA,NA,""
"PHAB","RVVCANSMALL_SYN","riparian zone and vegetation: stdev of canopy cover by trees &lt; 30 cm dbh synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVVGNDBARE","riparian zone and vegetation: stdev of ground lacking cover","",NA,NA,""
"PHAB","RVVGNDBARE_DD","riparian zone and vegetation: stdev of ground lacking cover in the drawdown zone","",NA,NA,""
"PHAB","RVVGNDBARE_RIP","riparian zone and vegetation: stdev of ground lacking cover in the riparian zone","",NA,NA,""
"PHAB","RVVGNDBARE_SYN","riparian zone and vegetation: stdev of ground lacking cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVVGNDINUNDATED","riparian zone and vegetation: stdev of inundated ground cover","",NA,NA,""
"PHAB","RVVGNDINUNDATED_DD","riparian zone and vegetation: stdev of inundated ground cover in the drawdown zone","",NA,NA,""
"PHAB","RVVGNDINUNDATED_RIP","riparian zone and vegetation: stdev of inundated ground cover in the riparian zone","",NA,NA,""
"PHAB","RVVGNDINUNDATED_SYN","riparian zone and vegetation: stdev of inundated ground cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVVGNDNONW","riparian zone and vegetation: stdev of nonwoody ground cover","",NA,NA,""
"PHAB","RVVGNDNONW_DD","riparian zone and vegetation: stdev of nonwoody ground cover in the drawdown zone","",NA,NA,""
"PHAB","RVVGNDNONW_RIP","riparian zone and vegetation: stdev of nonwoody ground cover in the riparian zone","",NA,NA,""
"PHAB","RVVGNDNONW_SYN","riparian zone and vegetation: stdev of nonwoody ground cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVVGNDWOODY","riparian zone and vegetation: stdev of woody ground cover","",NA,NA,""
"PHAB","RVVGNDWOODY_DD","riparian zone and vegetation: stdev of woody ground cover in the drawdown zone","",NA,NA,""
"PHAB","RVVGNDWOODY_RIP","riparian zone and vegetation: stdev of woody ground cover in the riparian zone","",NA,NA,""
"PHAB","RVVGNDWOODY_SYN","riparian zone and vegetation: stdev of woody ground cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVVUNDNONW","riparian zone and vegetation: stdev of understory cover by nonwoody vegetation","",NA,NA,""
"PHAB","RVVUNDNONW_DD","riparian zone and vegetation: stdev of understory cover by nonwoody vegetation in the drawdown zone","",NA,NA,""
"PHAB","RVVUNDNONW_RIP","riparian zone and vegetation: stdev of understory cover by nonwoody vegetation in the riparian zone","",NA,NA,""
"PHAB","RVVUNDNONW_SYN","riparian zone and vegetation: stdev of understory cover by nonwoody vegetation synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVVUNDWOODY","riparian zone and vegetation: stdev of understory cover by nonwoody vegetation","",NA,NA,""
"PHAB","RVVUNDWOODY_DD","riparian zone and vegetation: stdev of understory cover by nonwoody vegetation in the drawdown zone","",NA,NA,""
"PHAB","RVVUNDWOODY_RIP","riparian zone and vegetation: stdev of understory cover by nonwoody vegetation in the riparian zone","",NA,NA,""
"PHAB","RVVUNDWOODY_SYN","riparian zone and vegetation: stdev of understory cover by nonwoody vegetation synthesizing the 2007 protocol","",NA,NA,""
"PHAB","SIFPISLAND","station information: fractional presence of stations at an island","",NA,NA,""
"PHAB","SINDEPTH","station information: count of station depth","",NA,NA,""
"PHAB","SIVDEPTH","station information: std dev station depth","",NA,NA,""
"PHAB","SIXDEPTH","station information: mean station depth","",NA,NA,""
"PHAB","SS16LDIA","shoreline substrate: 16th percentile of bottom substrate diameter","",NA,NA,""
"PHAB","SS25LDIA","shoreline substrate: 25th percentile of bottom substrate diameter","",NA,NA,""
"PHAB","SS50LDIA","shoreline substrate: 50th percentile of bottom substrate diameter","",NA,NA,""
"PHAB","SS75LDIA","shoreline substrate: 75th percentile of bottom substrate diameter","",NA,NA,""
"PHAB","SS84LDIA","shoreline substrate: 84th percentile of bottom substrate diameter","",NA,NA,""
"PHAB","SSFCBEDROCK","shoreline substrate: fractional cover of bedrock","",NA,NA,""
"PHAB","SSFCBOULDERS","shoreline substrate: fractional cover of Boulder","",NA,NA,""
"PHAB","SSFCCOBBLE","shoreline substrate: fractional cover of Cobble","",NA,NA,""
"PHAB","SSFCGRAVEL","shoreline substrate: fractional cover of gravel","",NA,NA,""
"PHAB","SSFCORGANIC","shoreline substrate: fractional cover of organic","",NA,NA,""
"PHAB","SSFCOTHER","shoreline substrate: fractional cover of other substrate","",NA,NA,""
"PHAB","SSFCSAND","shoreline substrate: fractional cover of sand","",NA,NA,""
"PHAB","SSFCSILT","shoreline substrate: fractional cover of silt","",NA,NA,""
"PHAB","SSFCWOOD","shoreline substrate: fractional cover of wood","",NA,NA,""
"PHAB","SSFPBEDROCK","shoreline substrate: fractional presence of bedrock","",NA,NA,""
"PHAB","SSFPBOULDERS","shoreline substrate: fractional presence of Boulder","",NA,NA,""
"PHAB","SSFPCOBBLE","shoreline substrate: fractional presence of Cobble","",NA,NA,""
"PHAB","SSFPGRAVEL","shoreline substrate: fractional presence of gravel","",NA,NA,""
"PHAB","SSFPORGANIC","shoreline substrate: fractional presence of organic","",NA,NA,""
"PHAB","SSFPOTHER","shoreline substrate: fractional presence of other substrate","",NA,NA,""
"PHAB","SSFPSAND","shoreline substrate: fractional presence of sand","",NA,NA,""
"PHAB","SSFPSILT","shoreline substrate: fractional presence of silt","",NA,NA,""
"PHAB","SSFPWOOD","shoreline substrate: fractional presence of wood","",NA,NA,""
"PHAB","SSISITEVARIETY","shoreline substrate: Number of substrate classes present at a site","",NA,NA,""
"PHAB","SSISTAVARIETY","shoreline substrate: Mean number of substrate classes present in each station","",NA,NA,""
"PHAB","SSNBEDROCK","shoreline substrate: number of stations with bedrock data","",NA,NA,""
"PHAB","SSNBOULDERS","shoreline substrate: number of stations with boulder data","",NA,NA,""
"PHAB","SSNCOBBLE","shoreline substrate: number of stations with cobble data","",NA,NA,""
"PHAB","SSNGRAVEL","shoreline substrate: number of stations with gravel data","",NA,NA,""
"PHAB","SSNORGANIC","shoreline substrate: number of stations with organic data","",NA,NA,""
"PHAB","SSNOTHER","shoreline substrate: number of stations with other substrate data","",NA,NA,""
"PHAB","SSNSAND","shoreline substrate: number of stations with sand data","",NA,NA,""
"PHAB","SSNSILT","shoreline substrate: number of stations with silt data","",NA,NA,""
"PHAB","SSNWOOD","shoreline substrate: number of stations with wood data","",NA,NA,""
"PHAB","SSOFCLASS","shoreline substrate: Mode of bottom substrate by cover","",NA,NA,""
"PHAB","SSOPCLASS","shoreline substrate: Mode of bottom substrate by presence","",NA,NA,""
"PHAB","SSVBEDROCK","shoreline substrate: std dev. Cover of bedrock","",NA,NA,""
"PHAB","SSVBOULDERS","shoreline substrate: std dev. Cover of boulder","",NA,NA,""
"PHAB","SSVCOBBLE","shoreline substrate: std dev. Cover of cobble","",NA,NA,""
"PHAB","SSVGRAVEL","shoreline substrate: std dev. Cover of gravel","",NA,NA,""
"PHAB","SSVLDIA","shoreline substrate: std dev. logged bottom substrate diameter (mineral)","",NA,NA,""
"PHAB","SSVORGANIC","shoreline substrate: std dev. Cover of organic","",NA,NA,""
"PHAB","SSVOTHER","shoreline substrate: std dev. Cover of Other substrate","",NA,NA,""
"PHAB","SSVSAND","shoreline substrate: std dev. Cover of sand","",NA,NA,""
"PHAB","SSVSILT","shoreline substrate: std dev. Cover of silt","",NA,NA,""
"PHAB","SSVWOOD","shoreline substrate: std dev. Cover of wood","",NA,NA,""
"PHAB","SSXLDIA","shoreline substrate: mean logged bottom substrate diameter (mineral)","",NA,NA,""
"PHAB","VERTDD","Vertical drawdown distance","",NA,NA,"m "
"DESIGN","AGGR_ECO3_2015","NARS 3-level reporting region (2015), based on aggregating AGGR_ECO9_2015 reporting regions","EHIGH|PLNLOW|WMTNS",NA,NA,""
"DESIGN","AGGR_ECO9_2015","NARS 9-level reporting region (2015), based on aggregated Omernik Level III ecoregions","CPL|NAP|NPL|SAP|SPL|TPL|UMW|WMT|XER",NA,NA,""
"DESIGN","STATE","State lake is assigned to for sampling in NLA 2012","",NA,NA,""
"VERIF","DATE_COL","Date of sample collection","",NA,NA,"None"
"VERIF","SITE_ID","Identification code for site","",NA,NA,""
"VERIF","VISIT_NO","Sequential number of visit to site","|1|2",NA,NA,""
"","UID","Unique site visit ID","",NA,NA,""
"","ECO_BIO","Bioregions","",NA,NA,""
"","PUBLICATION_DATE","Publication Date","",NA,NA,""
